runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260514_151931,0,0,SSP,1,20,1,4901,343.50,20,17.16,5.30,31.04,6.59,10.56,0.00,20,0,0,0,0,0,0,0,0,0,343.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_151931,1,1,EV,1,20,1,4901,349.50,20,17.47,7.06,27.31,6.85,10.62,0.00,20,0,0,0,0,0,0,0,0,0,349.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_151931,2,2,EA,1,20,1,4901,345.50,20,17.26,9.09,37.10,6.61,10.65,0.00,20,0,0,0,0,0,0,0,0,0,345.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         343.50
# EV          349.50
# EA          345.50
# SSP     vs best: +0.0%
# EV      vs best: +1.7%
# EA      vs best: +0.6%
20260514_151931,0,0,SSP,2,20,1,4901,187.50,20,17.90,6.82,38.37,7.43,10.47,0.00,10,10,0,0,0,0,0,0,0,0,187.12,170.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_151931,1,1,EV,2,20,1,4901,181.50,20,17.83,7.10,32.02,7.43,10.40,0.00,10,10,0,0,0,0,0,0,0,0,181.17,175.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_151931,2,2,EA,2,20,1,4901,168.00,20,16.29,7.44,30.30,5.79,10.49,0.00,10,10,0,0,0,0,0,0,0,0,167.89,157.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         187.50
# EV          181.50
# EA          168.00
# SSP     vs best: +10.4%
# EV      vs best: +7.4%
# EA      vs best: +0.0%
20260514_151931,0,0,SSP,3,20,1,4901,136.50,20,17.88,4.24,41.13,7.16,10.72,0.00,7,7,6,0,0,0,0,0,0,0,101.78,136.29,119.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_151931,1,1,EV,3,20,1,4901,133.00,20,17.41,5.37,33.75,7.05,10.36,0.00,6,6,8,0,0,0,0,0,0,0,109.64,105.78,132.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_151931,2,2,EA,3,20,1,4901,118.00,20,16.58,6.72,28.18,5.87,10.71,0.00,7,6,7,0,0,0,0,0,0,0,111.30,102.80,117.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         136.50
# EV          133.00
