runId,numRobots,phase,effectiveMode,modeName,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,numOrders,crowdednessLevel,randomSeed
20260514_150303,3,0,0,SSP,345.50,20,49.57,12.60,103.77,16.59,32.98,0.00,20,4,4253
20260514_150303,3,1,1,EV,349.50,20,48.46,10.85,107.14,17.06,31.40,0.00,20,4,4253
20260514_150303,3,2,2,EA,343.50,20,45.15,13.86,79.45,13.65,31.50,0.00,20,4,4253
20260514_150303,4,0,0,SSP,261.50,20,47.78,12.65,95.45,15.38,32.40,0.00,20,4,4253
20260514_150303,4,1,1,EV,252.50,20,46.82,12.66,94.46,16.07,30.75,0.00,20,4,4253
20260514_150303,4,2,2,EA,276.00,20,44.74,12.43,80.59,14.23,30.51,0.00,20,4,4253
20260514_150303,5,0,0,SSP,200.50,20,46.29,8.37,91.62,14.97,31.32,0.00,20,4,4253
20260514_150303,5,1,1,EV,211.00,20,45.16,10.00,82.60,15.29,29.87,0.00,20,4,4253
20260514_150303,5,2,2,EA,190.50,20,43.78,4.69,73.30,14.11,29.67,0.00,20,4,4253
20260514_150303,6,0,0,SSP,185.50,20,48.07,14.20,95.17,16.89,31.17,0.00,20,4,4253
20260514_150303,6,1,1,EV,171.00,20,47.25,14.80,89.65,17.66,29.59,0.00,20,4,4253
20260514_150303,6,2,2,EA,180.50,20,43.25,4.69,78.01,12.97,30.27,0.00,20,4,4253
20260514_150303,7,0,0,SSP,164.00,20,48.32,16.02,93.89,15.82,32.50,0.00,20,4,4253
20260514_150303,7,1,1,EV,173.00,20,46.56,17.88,102.67,16.25,30.30,0.00,20,4,4253
20260514_150303,7,2,2,EA,170.50,20,43.12,4.37,80.76,12.37,30.75,0.00,20,4,4253
20260514_150303,8,0,0,SSP,152.00,20,46.43,3.80,97.47,15.50,30.93,0.00,20,4,4253
20260514_150303,8,1,1,EV,141.00,20,44.81,4.21,85.28,16.46,28.36,0.00,20,4,4253
20260514_150303,8,2,2,EA,146.50,20,42.06,16.46,73.05,12.43,29.63,0.00,20,4,4253
20260514_150303,9,0,0,SSP,155.00,20,49.57,4.37,103.50,18.39,31.17,0.00,20,4,4253
20260514_150303,9,1,1,EV,132.00,20,46.35,4.37,82.28,16.18,30.17,0.00,20,4,4253
20260514_150303,9,2,2,EA,146.50,20,43.68,12.55,77.40,13.72,29.96,0.00,20,4,4253
20260514_150303,10,0,0,SSP,151.00,20,48.33,4.37,101.12,16.96,31.36,0.00,20,4,4253
20260514_150303,10,1,1,EV,126.00,20,46.38,4.37,74.50,15.52,30.86,0.00,20,4,4253
20260514_150303,10,2,2,EA,132.00,20,43.80,10.63,73.56,14.14,29.66,0.00,20,4,4253
20260514_150303,1,0,0,SSP,1278.50,20,63.90,14.22,138.08,20.63,43.27,0.00,20,5,4253
20260514_150303,1,1,1,EV,1272.00,20,63.58,13.79,149.02,22.02,41.56,0.00,20,5,4253
20260514_150303,1,2,2,EA,1242.50,20,62.12,14.42,119.00,19.83,42.29,0.00,20,5,4253
20260514_150303,2,0,0,SSP,647.00,20,63.70,15.90,114.43,21.60,42.10,0.00,20,5,4253
20260514_150303,2,1,1,EV,635.50,20,63.32,16.88,122.49,21.65,41.67,0.00,20,5,4253
20260514_150303,2,2,2,EA,624.00,20,59.88,15.19,112.74,19.12,40.76,0.00,20,5,4253
20260514_150303,3,0,0,SSP,439.50,20,63.63,14.65,134.01,21.23,42.40,0.00,20,5,4253
20260514_150303,3,1,1,EV,460.00,20,64.25,13.41,136.34,22.09,42.15,0.00,20,5,4253
20260514_150303,3,2,2,EA,432.50,20,55.60,13.75,113.60,17.56,38.04,0.00,20,5,4253
20260514_150303,4,0,0,SSP,339.00,20,62.68,15.71,125.64,20.39,42.29,0.00,20,5,4253
20260514_150303,4,1,1,EV,341.00,20,62.49,16.45,125.03,20.56,41.92,0.00,20,5,4253
20260514_150303,4,2,2,EA,320.00,20,58.43,17.25,98.91,17.70,40.73,0.00,20,5,4253
20260514_150303,5,0,0,SSP,306.00,20,63.22,13.47,107.32,21.38,41.84,0.00,20,5,4253
20260514_150303,5,1,1,EV,256.00,20,59.43,13.35,105.10,19.86,39.56,0.00,20,5,4253
20260514_150303,5,2,2,EA,264.00,20,57.47,5.99,91.24,17.83,39.64,0.00,20,5,4253
20260514_150303,6,0,0,SSP,242.00,20,63.78,20.08,127.02,22.68,41.11,0.00,20,5,4253
20260514_150303,6,1,1,EV,236.00,20,63.98,20.15,121.73,24.35,39.63,0.00,20,5,4253
20260514_150303,6,2,2,EA,230.50,20,54.25,5.50,100.90,14.70,39.54,0.00,20,5,4253
20260514_150303,7,0,0,SSP,210.00,20,59.31,21.10,81.78,16.31,43.00,0.00,20,5,4253
20260514_150303,7,1,1,EV,218.00,20,60.39,17.46,127.50,20.92,39.47,0.00,20,5,4253
20260514_150303,7,2,2,EA,206.50,20,55.53,5.32,102.37,17.00,38.53,0.00,20,5,4253
20260514_150303,8,0,0,SSP,189.50,20,59.12,5.32,111.98,19.24,39.88,0.00,20,5,4253
20260514_150303,8,1,1,EV,182.50,20,59.37,6.46,117.58,20.18,39.20,0.00,20,5,4253
20260514_150303,8,2,2,EA,198.50,20,55.22,17.34,103.52,15.84,39.38,0.00,20,5,4253
20260514_150303,9,0,0,SSP,201.00,20,62.30,7.03,141.09,21.92,40.38,0.00,20,5,4253
20260514_150303,9,1,1,EV,159.00,20,57.27,4.75,89.25,20.50,36.77,0.00,20,5,4253
20260514_150303,9,2,2,EA,190.50,20,58.15,18.46,106.11,18.88,39.27,0.00,20,5,4253
20260514_150303,10,0,0,SSP,183.00,20,61.91,4.75,120.64,22.46,39.44,0.00,20,5,4253
20260514_150303,10,1,1,EV,152.00,20,55.60,4.75,85.78,17.72,37.88,0.00,20,5,4253
20260514_150303,10,2,2,EA,173.50,20,56.85,14.49,103.26,18.61,38.24,0.00,20,5,4253
20260514_150329,1,0,0,SSP,438.50,20,21.92,13.19,34.90,7.83,14.09,0.00,20,1,4517
20260514_150329,1,1,1,EV,411.50,20,20.55,13.19,28.06,7.71,12.84,0.00,20,1,4517
20260514_150329,1,2,2,EA,429.50,20,21.46,12.51,39.54,8.68,12.78,0.00,20,1,4517
20260514_150329,2,0,0,SSP,243.50,20,23.27,12.27,38.63,9.39,13.88,0.00,20,1,4517
20260514_150329,2,1,1,EV,225.00,20,21.43,12.58,34.03,8.56,12.87,0.00,20,1,4517
20260514_150329,2,2,2,EA,255.00,20,22.35,12.22,41.86,9.45,12.90,0.00,20,1,4517
20260514_150329,3,0,0,SSP,157.50,20,22.53,12.09,35.40,8.95,13.58,0.00,20,1,4517
20260514_150329,3,1,1,EV,167.50,20,22.05,12.41,41.80,9.09,12.96,0.00,20,1,4517
20260514_150329,3,2,2,EA,195.00,20,21.53,11.95,41.21,8.98,12.55,0.00,20,1,4517
20260514_150329,4,0,0,SSP,136.00,20,22.91,11.71,46.84,8.93,13.99,0.00,20,1,4517
20260514_150329,4,1,1,EV,129.50,20,21.27,12.47,41.40,8.27,13.00,0.00,20,1,4517
20260514_150329,4,2,2,EA,145.00,20,21.59,7.71,39.21,9.11,12.48,0.00,20,1,4517
20260514_150329,5,0,0,SSP,124.00,20,22.72,13.44,44.89,8.68,14.04,0.00,20,1,4517
20260514_150329,5,1,1,EV,114.00,20,21.24,12.94,39.37,8.44,12.79,0.00,20,1,4517
20260514_150329,5,2,2,EA,129.00,20,21.96,7.71,40.63,8.90,13.06,0.00,20,1,4517
20260514_150329,6,0,0,SSP,110.50,20,22.60,10.98,42.72,8.65,13.96,0.00,20,1,4517
20260514_150329,6,1,1,EV,98.50,20,22.17,10.23,39.12,9.17,13.00,0.00,20,1,4517
20260514_150329,6,2,2,EA,122.50,20,22.62,6.92,40.70,9.38,13.24,0.00,20,1,4517
20260514_150329,7,0,0,SSP,100.00,20,22.34,6.56,42.02,8.49,13.85,0.00,20,1,4517
20260514_150329,7,1,1,EV,91.00,20,20.99,5.75,40.81,8.25,12.74,0.00,20,1,4517
20260514_150329,7,2,2,EA,106.00,20,21.34,6.56,40.30,7.96,13.39,0.00,20,1,4517
20260514_150329,8,0,0,SSP,91.50,20,22.09,5.75,44.12,7.93,14.16,0.00,20,1,4517
20260514_150329,8,1,1,EV,86.50,20,21.09,6.60,40.31,8.34,12.75,0.00,20,1,4517
20260514_150329,8,2,2,EA,89.50,20,20.59,6.75,38.19,7.94,12.65,0.00,20,1,4517
20260514_150329,9,0,0,SSP,89.00,20,21.58,7.41,43.32,7.66,13.92,0.00,20,1,4517
20260514_150329,9,1,1,EV,83.00,20,20.70,6.18,40.34,7.72,12.98,0.00,20,1,4517
20260514_150329,9,2,2,EA,92.00,20,20.93,5.24,40.92,7.89,13.03,0.00,20,1,4517
20260514_150329,10,0,0,SSP,78.00,20,22.64,6.99,42.32,8.61,14.03,0.00,20,1,4517
20260514_150329,10,1,1,EV,72.50,20,21.54,6.18,38.07,8.55,12.99,0.00,20,1,4517
20260514_150329,10,2,2,EA,81.50,20,21.52,5.24,42.46,8.42,13.10,0.00,20,1,4517
20260514_150329,1,0,0,SSP,697.00,20,34.84,16.34,53.73,11.66,23.18,0.00,20,2,4517
20260514_150329,1,1,1,EV,643.50,20,32.17,17.18,45.97,11.29,20.88,0.00,20,2,4517
20260514_150329,1,2,2,EA,655.00,20,32.73,16.89,55.09,11.25,21.48,0.00,20,2,4517
20260514_150329,2,0,0,SSP,381.50,20,37.93,16.65,58.36,14.07,23.86,0.00,20,2,4517
20260514_150329,2,1,1,EV,343.00,20,32.69,18.86,51.88,12.02,20.67,0.00,20,2,4517
20260514_150329,2,2,2,EA,354.00,20,32.58,17.30,57.35,11.72,20.86,0.00,20,2,4517
20260514_150329,3,0,0,SSP,286.50,20,38.05,17.75,78.44,14.58,23.47,0.00,20,2,4517
20260514_150329,3,1,1,EV,251.00,20,33.93,16.56,64.30,13.72,20.21,0.00,20,2,4517
20260514_150329,3,2,2,EA,304.50,20,34.32,17.81,68.77,13.02,21.29,0.00,20,2,4517
20260514_150329,4,0,0,SSP,220.00,20,36.24,16.39,77.80,13.57,22.67,0.00,20,2,4517
20260514_150329,4,1,1,EV,198.50,20,34.14,17.36,65.70,13.25,20.89,0.00,20,2,4517
20260514_150329,4,2,2,EA,219.00,20,33.25,9.84,67.81,13.21,20.05,0.00,20,2,4517
20260514_150329,5,0,0,SSP,207.00,20,38.09,20.08,77.68,14.46,23.63,0.00,20,2,4517
20260514_150329,5,1,1,EV,203.00,20,34.89,18.83,72.03,13.43,21.47,0.00,20,2,4517
20260514_150329,5,2,2,EA,206.00,20,34.76,11.72,72.92,13.24,21.53,0.00,20,2,4517
20260514_150329,6,0,0,SSP,186.50,20,37.47,15.88,82.88,14.29,23.18,0.00,20,2,4517
20260514_150329,6,1,1,EV,175.00,20,34.96,16.84,67.21,13.25,21.71,0.00,20,2,4517
20260514_150329,6,2,2,EA,182.50,20,34.10,9.41,74.16,12.86,21.24,0.00,20,2,4517
20260514_150329,7,0,0,SSP,181.00,20,37.51,9.85,82.18,13.96,23.56,0.00,20,2,4517
20260514_150329,7,1,1,EV,158.00,20,33.31,9.00,70.93,12.65,20.66,0.00,20,2,4517
20260514_150329,7,2,2,EA,164.00,20,33.95,9.97,64.03,12.93,21.02,0.00,20,2,4517
20260514_150329,8,0,0,SSP,151.00,20,34.19,10.66,77.00,11.82,22.38,0.00,20,2,4517
20260514_150329,8,1,1,EV,139.50,20,33.25,11.97,69.85,12.09,21.17,0.00,20,2,4517
20260514_150329,8,2,2,EA,144.00,20,31.80,11.05,70.22,12.01,19.79,0.00,20,2,4517
20260514_150329,9,0,0,SSP,156.50,20,35.70,12.36,74.26,12.63,23.08,0.00,20,2,4517
20260514_150329,9,1,1,EV,140.00,20,32.93,8.70,68.44,12.32,20.61,0.00,20,2,4517
20260514_150329,9,2,2,EA,152.00,20,33.68,7.09,70.41,12.50,21.19,0.00,20,2,4517
20260514_150329,10,0,0,SSP,125.00,20,35.22,8.23,71.91,12.84,22.38,0.00,20,2,4517
20260514_150329,10,1,1,EV,120.00,20,33.32,9.04,66.75,13.07,20.24,0.00,20,2,4517
20260514_150329,10,2,2,EA,151.50,20,34.42,6.56,77.00,12.92,21.49,0.00,20,2,4517
20260514_150329,1,0,0,SSP,886.00,20,44.29,22.03,78.08,14.29,30.00,0.00,20,3,4517
20260514_150329,1,1,1,EV,853.50,20,42.67,18.79,69.37,13.19,29.48,0.00,20,3,4517
20260514_150329,1,2,2,EA,864.00,20,43.19,19.20,83.40,13.24,29.95,0.00,20,3,4517
20260514_150329,2,0,0,SSP,514.50,20,49.02,21.13,75.31,18.33,30.70,0.00,20,3,4517
20260514_150329,2,1,1,EV,448.00,20,42.42,21.18,62.46,14.22,28.20,0.00,20,3,4517
20260514_150329,2,2,2,EA,507.50,20,45.30,20.06,89.90,17.71,27.59,0.00,20,3,4517
20260514_150329,3,0,0,SSP,327.00,20,46.05,15.34,72.68,16.20,29.86,0.00,20,3,4517
20260514_150329,3,1,1,EV,324.50,20,43.68,18.97,86.84,16.03,27.64,0.00,20,3,4517
20260514_150329,3,2,2,EA,389.50,20,43.14,23.25,86.67,16.52,26.62,0.00,20,3,4517
20260514_150329,4,0,0,SSP,317.50,20,47.51,22.82,110.87,17.04,30.47,0.00,20,3,4517
20260514_150329,4,1,1,EV,261.00,20,43.56,19.48,94.14,16.32,27.25,0.00,20,3,4517
20260514_150329,4,2,2,EA,300.50,20,45.63,12.65,101.18,17.10,28.53,0.00,20,3,4517
20260514_150329,5,0,0,SSP,287.00,20,48.98,23.58,108.04,18.47,30.51,0.00,20,3,4517
20260514_150329,5,1,1,EV,246.00,20,44.91,23.64,91.55,17.40,27.52,0.00,20,3,4517
20260514_150329,5,2,2,EA,254.00,20,42.91,11.82,90.75,15.97,26.94,0.00,20,3,4517
20260514_150329,6,0,0,SSP,250.50,20,48.11,19.67,103.59,17.45,30.66,0.00,20,3,4517
20260514_150329,6,1,1,EV,243.50,20,44.37,20.43,94.31,17.55,26.82,0.00,20,3,4517
20260514_150329,6,2,2,EA,230.00,20,42.75,12.76,92.12,15.62,27.14,0.00,20,3,4517
20260514_150329,7,0,0,SSP,241.00,20,46.13,11.52,108.44,16.57,29.56,0.00,20,3,4517
20260514_150329,7,1,1,EV,205.00,20,42.72,13.60,92.52,15.97,26.75,0.00,20,3,4517
20260514_150329,7,2,2,EA,226.00,20,43.82,12.20,96.21,16.43,27.40,0.00,20,3,4517
20260514_150329,8,0,0,SSP,213.50,20,45.77,16.45,105.17,14.63,31.14,0.00,20,3,4517
20260514_150329,8,1,1,EV,184.50,20,44.38,15.98,95.98,17.17,27.21,0.00,20,3,4517
20260514_150329,8,2,2,EA,188.50,20,41.21,13.30,81.50,14.89,26.33,0.00,20,3,4517
20260514_150329,9,0,0,SSP,208.00,20,44.32,10.29,101.82,15.07,29.24,0.00,20,3,4517
20260514_150329,9,1,1,EV,189.00,20,43.42,9.44,94.87,15.54,27.88,0.00,20,3,4517
20260514_150329,9,2,2,EA,224.50,20,44.71,9.53,99.87,17.08,27.63,0.00,20,3,4517
20260514_150329,10,0,0,SSP,184.00,20,47.49,9.90,101.72,17.20,30.29,0.00,20,3,4517
20260514_150329,10,1,1,EV,159.50,20,44.13,12.75,89.03,16.69,27.44,0.00,20,3,4517
20260514_150329,10,2,2,EA,220.00,20,45.89,9.51,91.13,18.34,27.55,0.00,20,3,4517
20260514_150329,1,0,0,SSP,1070.50,20,53.51,23.79,104.18,16.83,36.68,0.00,20,4,4517
20260514_150329,1,1,1,EV,1020.00,20,50.98,23.35,85.62,16.42,34.56,0.00,20,4,4517
20260514_150329,1,2,2,EA,1113.00,20,55.64,25.34,108.20,16.13,39.51,0.00,20,4,4517
20260514_150329,2,0,0,SSP,590.00,20,58.84,26.79,91.31,21.77,37.07,0.00,20,4,4517
20260514_150329,2,1,1,EV,588.00,20,55.30,25.21,99.39,20.18,35.13,0.00,20,4,4517
20260514_150329,2,2,2,EA,600.00,20,54.31,25.06,112.57,18.35,35.96,0.00,20,4,4517
20260514_150329,3,0,0,SSP,400.50,20,57.08,17.48,101.36,19.85,37.24,0.00,20,4,4517
20260514_150329,3,1,1,EV,392.00,20,55.33,30.13,104.56,20.74,34.59,0.00,20,4,4517
20260514_150329,3,2,2,EA,412.00,20,53.07,25.25,111.75,18.69,34.37,0.00,20,4,4517
20260514_150329,4,0,0,SSP,367.50,20,56.63,23.29,129.45,20.56,36.07,0.00,20,4,4517
20260514_150329,4,1,1,EV,329.00,20,52.94,24.43,118.25,18.26,34.68,0.00,20,4,4517
20260514_150329,4,2,2,EA,369.00,20,55.47,13.65,110.05,20.00,35.46,0.00,20,4,4517
20260514_150329,5,0,0,SSP,347.00,20,60.52,31.30,129.63,23.68,36.85,0.00,20,4,4517
20260514_150329,5,1,1,EV,298.00,20,51.82,25.31,115.18,18.69,33.13,0.00,20,4,4517
20260514_150329,5,2,2,EA,312.50,20,52.29,12.70,111.11,18.60,33.69,0.00,20,4,4517
20260514_150329,6,0,0,SSP,302.50,20,57.26,19.87,128.88,20.37,36.89,0.00,20,4,4517
20260514_150329,6,1,1,EV,288.50,20,55.58,21.30,120.00,21.81,33.76,0.00,20,4,4517
20260514_150329,6,2,2,EA,328.00,20,55.74,15.28,117.33,22.26,33.47,0.00,20,4,4517
20260514_150329,7,0,0,SSP,277.50,20,56.74,17.27,130.56,20.26,36.47,0.00,20,4,4517
20260514_150329,7,1,1,EV,263.50,20,53.81,13.62,114.08,20.27,33.54,0.00,20,4,4517
20260514_150329,7,2,2,EA,255.00,20,52.14,13.74,110.08,19.39,32.75,0.00,20,4,4517
20260514_150329,8,0,0,SSP,259.50,20,55.72,17.70,133.93,19.26,36.46,0.00,20,4,4517
20260514_150329,8,1,1,EV,223.00,20,51.71,17.74,109.63,19.18,32.54,0.00,20,4,4517
20260514_150329,8,2,2,EA,261.00,20,52.89,13.28,109.65,19.83,33.06,0.00,20,4,4517
20260514_150329,9,0,0,SSP,244.00,20,55.22,19.36,119.80,18.02,37.20,0.00,20,4,4517
20260514_150329,9,1,1,EV,225.50,20,51.98,16.89,112.83,18.09,33.88,0.00,20,4,4517
20260514_150329,9,2,2,EA,273.50,20,53.28,8.60,114.14,19.53,33.75,0.00,20,4,4517
20260514_150329,10,0,0,SSP,220.00,20,58.19,16.04,126.95,20.46,37.72,0.00,20,4,4517
20260514_150329,10,1,1,EV,206.50,20,54.47,18.08,111.68,20.41,34.06,0.00,20,4,4517
20260514_150329,10,2,2,EA,266.00,20,54.33,10.24,110.88,19.40,34.93,0.00,20,4,4517
20260514_150329,1,0,0,SSP,1332.50,20,66.62,24.98,116.46,19.97,46.65,0.00,20,5,4517
20260514_150329,1,1,1,EV,1270.00,20,63.48,27.55,104.20,19.14,44.34,0.00,20,5,4517
20260514_150329,1,2,2,EA,1355.50,20,67.77,31.48,124.72,19.70,48.08,0.00,20,5,4517
20260514_150329,2,0,0,SSP,805.50,20,76.49,32.34,126.78,28.72,47.77,0.00,20,5,4517
20260514_150329,2,1,1,EV,712.00,20,68.70,35.48,102.04,25.36,43.34,0.00,20,5,4517
20260514_150329,2,2,2,EA,667.00,20,64.45,34.28,118.55,19.97,44.48,0.00,20,5,4517
20260514_150329,3,0,0,SSP,512.50,20,72.56,24.19,114.70,25.71,46.85,0.00,20,5,4517
20260514_150329,3,1,1,EV,506.00,20,67.23,26.42,132.73,25.00,42.23,0.00,20,5,4517
20260514_150329,3,2,2,EA,489.50,20,67.75,34.40,129.46,22.26,45.49,0.00,20,5,4517
20260514_150329,4,0,0,SSP,472.50,20,72.95,27.25,164.94,25.18,47.78,0.00,20,5,4517
20260514_150329,4,1,1,EV,395.00,20,67.65,29.47,131.01,24.39,43.27,0.00,20,5,4517
20260514_150329,4,2,2,EA,413.00,20,66.46,18.51,121.38,22.99,43.47,0.00,20,5,4517
20260514_150329,5,0,0,SSP,449.50,20,74.84,36.03,171.37,27.40,47.44,0.00,20,5,4517
20260514_150329,5,1,1,EV,381.50,20,66.89,32.65,131.11,23.83,43.07,0.00,20,5,4517
20260514_150329,5,2,2,EA,381.50,20,70.16,16.45,150.00,27.57,42.59,0.00,20,5,4517
20260514_150329,6,0,0,SSP,403.50,20,71.37,32.78,168.59,24.34,47.04,0.00,20,5,4517
20260514_150329,6,1,1,EV,318.00,20,63.82,24.72,134.57,24.27,39.55,0.00,20,5,4517
20260514_150329,6,2,2,EA,355.00,20,69.48,16.71,126.16,26.05,43.43,0.00,20,5,4517
20260514_150329,7,0,0,SSP,367.50,20,72.20,22.60,158.49,25.64,46.57,0.00,20,5,4517
20260514_150329,7,1,1,EV,327.50,20,67.10,20.26,125.29,25.24,41.86,0.00,20,5,4517
20260514_150329,7,2,2,EA,365.50,20,69.79,17.83,138.62,25.03,44.75,0.00,20,5,4517
20260514_150329,8,0,0,SSP,342.50,20,74.34,26.43,158.14,26.09,48.25,0.00,20,5,4517
20260514_150329,8,1,1,EV,269.00,20,68.01,24.73,132.49,25.30,42.71,0.00,20,5,4517
20260514_150329,8,2,2,EA,331.50,20,69.64,19.51,124.31,27.59,42.05,0.00,20,5,4517
20260514_150329,9,0,0,SSP,325.50,20,69.22,14.86,158.34,23.70,45.52,0.00,20,5,4517
20260514_150329,9,1,1,EV,264.50,20,64.39,19.79,131.67,22.18,42.21,0.00,20,5,4517
20260514_150329,9,2,2,EA,329.00,20,71.64,9.92,136.13,27.81,43.83,0.00,20,5,4517
20260514_150329,10,0,0,SSP,284.00,20,72.82,19.33,161.69,27.21,45.60,0.00,20,5,4517
20260514_150329,10,1,1,EV,235.00,20,66.05,17.29,139.00,24.50,41.56,0.00,20,5,4517
20260514_150329,10,2,2,EA,311.00,20,69.43,14.31,141.00,25.85,43.57,0.00,20,5,4517
20260514_150357,1,0,0,SSP,299.50,20,14.96,4.28,26.63,6.40,8.56,0.00,20,1,4783
20260514_150357,1,1,1,EV,288.50,20,14.40,5.78,24.48,6.49,7.91,0.00,20,1,4783
20260514_150357,1,2,2,EA,284.00,20,14.19,3.61,27.75,6.46,7.73,0.00,20,1,4783
20260514_150357,2,0,0,SSP,153.00,20,14.92,4.81,25.36,6.58,8.34,0.00,20,1,4783
20260514_150357,2,1,1,EV,147.00,20,14.47,4.81,24.70,6.64,7.82,0.00,20,1,4783
20260514_150357,2,2,2,EA,151.50,20,14.40,3.48,29.40,6.49,7.90,0.00,20,1,4783
20260514_150357,3,0,0,SSP,109.50,20,16.09,5.91,27.03,7.38,8.70,0.00,20,1,4783
20260514_150357,3,1,1,EV,114.50,20,15.29,4.35,26.90,7.36,7.93,0.00,20,1,4783
20260514_150357,3,2,2,EA,107.00,20,14.25,6.38,33.65,6.26,7.99,0.00,20,1,4783
20260514_150357,4,0,0,SSP,97.50,20,15.79,4.75,27.50,7.02,8.78,0.00,20,1,4783
20260514_150357,4,1,1,EV,88.50,20,15.06,4.73,27.66,6.92,8.14,0.00,20,1,4783
20260514_150357,4,2,2,EA,84.50,20,14.20,6.15,30.38,6.02,8.18,0.00,20,1,4783
20260514_150357,5,0,0,SSP,79.50,20,15.95,3.48,27.70,7.15,8.80,0.00,20,1,4783
20260514_150357,5,1,1,EV,72.50,20,15.08,3.96,27.17,6.95,8.12,0.00,20,1,4783
20260514_150357,5,2,2,EA,66.00,20,13.56,5.84,25.35,5.27,8.28,0.00,20,1,4783
20260514_150357,6,0,0,SSP,66.00,20,15.38,3.48,24.58,6.94,8.45,0.00,20,1,4783
20260514_150357,6,1,1,EV,64.00,20,15.16,3.48,27.63,6.85,8.31,0.00,20,1,4783
20260514_150357,6,2,2,EA,60.00,20,13.48,6.15,29.07,5.25,8.23,0.00,20,1,4783
20260514_150357,7,0,0,SSP,59.50,20,15.77,6.18,27.06,6.95,8.82,0.00,20,1,4783
20260514_150357,7,1,1,EV,54.00,20,14.96,5.48,25.69,6.99,7.98,0.00,20,1,4783
20260514_150357,7,2,2,EA,51.50,20,14.56,6.29,24.94,6.38,8.17,0.00,20,1,4783
20260514_150357,8,0,0,SSP,48.50,20,14.69,5.25,26.65,6.50,8.18,0.00,20,1,4783
20260514_150357,8,1,1,EV,50.00,20,14.52,5.98,26.01,6.42,8.10,0.00,20,1,4783
20260514_150357,8,2,2,EA,49.00,20,14.19,6.80,24.87,6.05,8.14,0.00,20,1,4783
20260514_150357,9,0,0,SSP,42.50,20,13.92,5.28,23.75,5.47,8.45,0.00,20,1,4783
20260514_150357,9,1,1,EV,46.50,20,13.92,4.88,25.84,5.99,7.92,0.00,20,1,4783
20260514_150357,9,2,2,EA,43.50,20,13.31,4.25,18.51,5.09,8.22,0.00,20,1,4783
20260514_150357,10,0,0,SSP,42.00,20,14.60,6.48,24.97,5.92,8.67,0.00,20,1,4783
20260514_150357,10,1,1,EV,49.00,20,14.52,5.27,25.83,6.00,8.52,0.00,20,1,4783
20260514_150357,10,2,2,EA,42.00,20,14.61,4.70,25.46,6.29,8.31,0.00,20,1,4783
20260514_150357,1,0,0,SSP,528.50,20,26.41,8.55,46.43,11.34,15.07,0.00,20,2,4783
20260514_150357,1,1,1,EV,542.50,20,27.10,9.40,47.20,11.78,15.32,0.00,20,2,4783
20260514_150357,1,2,2,EA,576.00,20,28.78,8.29,66.20,14.17,14.61,0.00,20,2,4783
20260514_150357,2,0,0,SSP,270.00,20,26.37,7.23,47.93,11.63,14.74,0.00,20,2,4783
20260514_150357,2,1,1,EV,268.50,20,26.38,9.46,46.84,11.80,14.58,0.00,20,2,4783
20260514_150357,2,2,2,EA,284.00,20,26.75,8.29,45.96,11.83,14.91,0.00,20,2,4783
20260514_150357,3,0,0,SSP,197.00,20,28.50,8.34,48.43,13.18,15.32,0.00,20,2,4783
20260514_150357,3,1,1,EV,210.50,20,28.89,9.13,51.05,13.58,15.31,0.00,20,2,4783
20260514_150357,3,2,2,EA,187.00,20,25.87,6.97,49.89,11.33,14.54,0.00,20,2,4783
20260514_150357,4,0,0,SSP,151.00,20,27.17,8.95,46.35,11.83,15.34,0.00,20,2,4783
20260514_150357,4,1,1,EV,170.00,20,27.72,7.12,49.96,12.55,15.16,0.00,20,2,4783
20260514_150357,4,2,2,EA,179.00,20,27.48,7.35,67.92,12.51,14.98,0.00,20,2,4783
20260514_150357,5,0,0,SSP,142.00,20,27.72,9.34,50.55,12.23,15.49,0.00,20,2,4783
20260514_150357,5,1,1,EV,142.50,20,27.24,8.39,48.11,11.59,15.64,0.00,20,2,4783
20260514_150357,5,2,2,EA,143.50,20,26.28,7.35,60.26,11.12,15.16,0.00,20,2,4783
20260514_150357,6,0,0,SSP,127.50,20,26.45,7.92,46.20,12.21,14.23,0.00,20,2,4783
20260514_150357,6,1,1,EV,121.50,20,26.39,6.97,52.68,12.01,14.38,0.00,20,2,4783
20260514_150357,6,2,2,EA,127.00,20,26.79,7.35,65.36,10.89,15.90,0.00,20,2,4783
20260514_150357,7,0,0,SSP,101.00,20,27.14,9.60,53.31,11.53,15.61,0.00,20,2,4783
20260514_150357,7,1,1,EV,103.50,20,27.56,7.66,51.60,12.75,14.81,0.00,20,2,4783
20260514_150357,7,2,2,EA,100.50,20,28.00,7.03,58.18,11.73,16.27,0.00,20,2,4783
20260514_150357,8,0,0,SSP,81.50,20,24.84,8.30,48.87,10.77,14.06,0.00,20,2,4783
20260514_150357,8,1,1,EV,86.50,20,26.31,7.93,56.24,11.09,15.22,0.00,20,2,4783
20260514_150357,8,2,2,EA,97.00,20,26.05,9.23,60.04,11.44,14.62,0.00,20,2,4783
20260514_150357,9,0,0,SSP,71.50,20,24.55,7.77,46.99,9.98,14.57,0.00,20,2,4783
20260514_150357,9,1,1,EV,75.00,20,24.95,7.28,50.85,10.36,14.59,0.00,20,2,4783
