runId,phase,effectiveMode,modeName,simTime,robotId,eventType,pickupNode,destNode,taskSeq,detail
20260514_150637,0,0,SSP,0.000,R0,TASK_CLAIMED,node67,node59,1,"mode=SSP remaining=19"
20260514_150637,0,0,SSP,0.000,R0,DEPART_TO_PICKUP,node67,node59,1,"hops=5"
20260514_150637,0,0,SSP,1.172,R0,DEPART_TO_PICKUP,node67,node59,1,"hops=4"
20260514_150637,0,0,SSP,2.565,R0,DEPART_TO_PICKUP,node67,node59,1,"hops=3"
20260514_150637,0,0,SSP,4.578,R0,DEPART_TO_PICKUP,node67,node59,1,"hops=2"
20260514_150637,0,0,SSP,6.350,R0,DEPART_TO_PICKUP,node67,node59,1,"hops=1"
20260514_150637,0,0,SSP,6.350,R0,ARRIVED_AT_PICKUP,node67,node59,1,"toPickupTime=6.4s"
20260514_150637,0,0,SSP,20.102,R0,ARRIVED_AT_DEST,node67,node59,1,"delivLegTime=13.8s"
20260514_150637,0,0,SSP,20.102,R0,TASK_COMPLETE,node67,node59,1,"total=20.1s toPickup=6.4s delivery=13.8s return=0.0s"
20260514_150637,0,0,SSP,20.102,R0,TASK_CLAIMED,node49,node52,2,"mode=SSP remaining=18"
20260514_150637,0,0,SSP,20.102,R0,DEPART_TO_NEXT_PICKUP,node67,node59,1,"nextPickup=node49"
20260514_150637,0,0,SSP,21.593,R0,DEPART_TO_PICKUP,node49,node52,2,"hops=0"
20260514_150637,0,0,SSP,21.593,R0,ARRIVED_AT_PICKUP,node49,node52,2,"toPickupTime=1.5s"
20260514_150637,0,0,SSP,24.661,R0,ARRIVED_AT_DEST,node49,node52,2,"delivLegTime=3.1s"
20260514_150637,0,0,SSP,24.661,R0,TASK_COMPLETE,node49,node52,2,"total=4.6s toPickup=1.5s delivery=3.1s return=0.0s"
20260514_150637,0,0,SSP,24.661,R0,TASK_CLAIMED,node67,node6,3,"mode=SSP remaining=17"
20260514_150637,0,0,SSP,24.661,R0,DEPART_TO_NEXT_PICKUP,node49,node52,2,"nextPickup=node67"
20260514_150637,0,0,SSP,33.685,R0,DEPART_TO_PICKUP,node67,node6,3,"hops=0"
20260514_150637,0,0,SSP,33.685,R0,ARRIVED_AT_PICKUP,node67,node6,3,"toPickupTime=9.0s"
20260514_150637,0,0,SSP,41.873,R0,ARRIVED_AT_DEST,node67,node6,3,"delivLegTime=8.2s"
20260514_150637,0,0,SSP,41.873,R0,TASK_COMPLETE,node67,node6,3,"total=17.2s toPickup=9.0s delivery=8.2s return=0.0s"
20260514_150637,0,0,SSP,41.873,R0,TASK_CLAIMED,node67,node62,4,"mode=SSP remaining=16"
20260514_150637,0,0,SSP,41.873,R0,DEPART_TO_NEXT_PICKUP,node67,node6,3,"nextPickup=node67"
20260514_150637,0,0,SSP,48.526,R0,DEPART_TO_PICKUP,node67,node62,4,"hops=0"
20260514_150637,0,0,SSP,48.526,R0,ARRIVED_AT_PICKUP,node67,node62,4,"toPickupTime=6.7s"
20260514_150637,0,0,SSP,69.752,R0,ARRIVED_AT_DEST,node67,node62,4,"delivLegTime=21.2s"
