runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260514_150637,0,0,SSP,1,20,1,6397,359.50,20,17.96,1.48,34.99,7.18,10.78,0.00,20,0,0,0,0,0,0,0,0,0,359.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_150637,1,1,EV,1,20,1,6397,349.50,20,17.46,1.48,32.41,7.24,10.22,0.00,20,0,0,0,0,0,0,0,0,0,349.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_150637,2,2,EA,1,20,1,6397,350.00,20,17.49,1.48,36.10,7.68,9.80,0.00,20,0,0,0,0,0,0,0,0,0,349.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         359.50
# EV          349.50
# EA          350.00
# SSP     vs best: +2.8%
# EV      vs best: +0.0%
# EA      vs best: +0.1%
20260514_150637,0,0,SSP,2,20,1,6397,193.50,20,18.48,1.48,31.13,7.49,10.98,0.00,11,9,0,0,0,0,0,0,0,0,176.57,193.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_150637,1,1,EV,2,20,1,6397,193.50,20,18.29,6.25,33.31,8.01,10.28,0.00,11,9,0,0,0,0,0,0,0,0,193.16,172.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_150637,2,2,EA,2,20,1,6397,180.50,20,17.04,4.85,35.83,6.95,10.09,0.00,9,11,0,0,0,0,0,0,0,0,180.37,160.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         193.50
# EV          193.50
# EA          180.50
# SSP     vs best: +6.7%
# EV      vs best: +6.7%
# EA      vs best: +0.0%
20260514_150637,0,0,SSP,3,20,1,6397,129.00,20,18.46,4.51,30.57,7.39,11.07,0.00,6,8,6,0,0,0,0,0,0,0,123.18,128.97,116.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_150637,1,1,EV,3,20,1,6397,131.00,20,17.62,3.71,28.17,7.26,10.36,0.00,7,7,6,0,0,0,0,0,0,0,130.55,111.49,110.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260514_150637,2,2,EA,3,20,1,6397,121.00,20,16.91,0.00,33.36,6.69,10.22,0.00,6,6,8,0,0,0,0,0,0,0,114.95,120.69,102.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         129.00
# EV          131.00
# EA          121.00
# SSP     vs best: +6.2%
# EV      vs best: +7.6%
# EA      vs best: +0.0%
20260514_150637,0,0,SSP,4,20,1,6397,94.00,20,17.23,3.71,27.91,6.90,10.33,0.00,6,5,5,4,0,0,0,0,0,0,93.88,83.50,76.26,90.94,0.00,0.00,0.00,0.00,0.00,0.00
20260514_150637,1,1,EV,4,20,1,6397,102.50,20,16.58,5.55,33.78,6.57,10.01,0.00,6,4,6,4,0,0,0,0,0,0,102.35,81.78,72.26,75.19,0.00,0.00,0.00,0.00,0.00,0.00
20260514_150637,2,2,EA,4,20,1,6397,98.00,20,16.19,0.00,35.79,6.27,9.93,0.00,4,4,6,6,0,0,0,0,0,0,78.05,69.65,97.77,78.41,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          94.00
# EV          102.50
# EA           98.00
# SSP     vs best: +0.0%
# EV      vs best: +8.3%
# EA      vs best: +4.1%
20260514_150637,0,0,SSP,5,20,1,6397,89.00,20,17.67,3.71,31.85,6.89,10.78,0.00,5,4,5,3,3,0,0,0,0,0,62.68,88.97,84.35,57.35,59.99,0.00,0.00,0.00,0.00,0.00
20260514_150637,1,1,EV,5,20,1,6397,80.50,20,16.79,3.71,27.55,6.99,9.81,0.00,5,3,5,3,4,0,0,0,0,0,59.49,61.95,78.32,55.85,80.28,0.00,0.00,0.00,0.00,0.00
20260514_150637,2,2,EA,5,20,1,6397,86.00,20,16.18,0.00,32.98,6.01,10.17,0.00,3,4,5,5,3,0,0,0,0,0,62.67,85.53,52.80,69.55,52.98,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          89.00
# EV           80.50
# EA           86.00
# SSP     vs best: +9.6%
# EV      vs best: +0.0%
# EA      vs best: +6.4%
20260514_150637,0,0,SSP,6,20,1,6397,74.50,20,17.61,3.99,35.20,7.28,10.32,0.00,3,2,4,3,4,4,0,0,0,0,74.10,50.84,56.10,70.53,45.37,55.22,0.00,0.00,0.00,0.00
20260514_150637,1,1,EV,6,20,1,6397,70.50,20,16.66,4.51,32.14,6.83,9.82,0.00,3,4,4,3,2,4,0,0,0,0,53.69,58.50,50.51,70.46,50.20,49.78,0.00,0.00,0.00,0.00
20260514_150637,2,2,EA,6,20,1,6397,67.50,20,16.40,0.00,29.61,6.21,10.19,0.00,3,3,4,4,3,3,0,0,0,0,67.35,60.45,41.57,57.25,55.09,46.19,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
