runId,phase,effectiveMode,modeName,robotId,taskSeq,pickupNode,destNode,taskStartSim,toPickupSec,deliveryLegSec,returnSec,totalSec,expOutSec,expInSec,hopsToStore,hopsToDest,hopsReturn,crowdednessLevel,numRobots,numOrders,randomSeed
20260514_150728,0,0,SSP,0,1,node30,node37,0.00,1.17,8.86,0.00,10.03,12.82,53.23,1,7,0,1,1,20,6929
20260514_150728,0,0,SSP,0,2,node6,node36,10.03,13.19,9.76,0.00,22.95,0.00,37.97,0,5,0,1,1,20,6929
20260514_150728,0,0,SSP,0,3,node6,node50,32.98,9.83,4.92,0.00,14.75,0.00,19.83,0,2,0,1,1,20,6929
20260514_150728,0,0,SSP,0,4,node6,node58,47.73,5.70,3.23,0.00,8.93,0.00,14.91,0,2,0,1,1,20,6929
20260514_150728,0,0,SSP,0,5,node6,node58,56.66,3.89,2.98,0.00,6.87,0.00,14.91,0,2,0,1,1,20,6929
20260514_150728,0,0,SSP,0,6,node6,node63,63.53,3.64,8.73,0.00,12.37,0.00,41.79,0,4,0,1,1,20,6929
20260514_150728,0,0,SSP,0,7,node70,node11,75.90,8.98,3.58,0.00,12.56,0.00,15.63,0,2,0,1,1,20,6929
20260514_150728,0,0,SSP,0,8,node70,node21,88.46,2.72,4.69,0.00,7.42,0.00,21.43,0,3,0,1,1,20,6929
20260514_150728,0,0,SSP,0,9,node25,node4,95.88,7.33,12.55,0.00,19.88,0.00,54.83,0,7,0,1,1,20,6929
20260514_150728,0,0,SSP,0,10,node6,node30,115.75,4.67,10.76,0.00,15.43,0.00,54.99,0,5,0,1,1,20,6929
20260514_150728,0,0,SSP,0,11,node30,node21,131.18,0.00,14.04,0.00,14.04,0.00,64.67,0,9,0,1,1,20,6929
20260514_150728,0,0,SSP,0,12,node25,node58,145.22,6.81,9.62,0.00,16.43,0.00,44.01,0,6,0,1,1,20,6929
20260514_150728,0,0,SSP,0,13,node6,node33,161.65,4.88,13.83,0.00,18.71,0.00,56.55,0,5,0,1,1,20,6929
20260514_150728,0,0,SSP,0,14,node30,node20,180.36,6.92,15.45,0.00,22.37,0.00,71.69,0,10,0,1,1,20,6929
20260514_150728,0,0,SSP,0,15,node25,node68,202.72,8.63,8.22,0.00,16.85,0.00,35.62,0,4,0,1,1,20,6929
20260514_150728,0,0,SSP,0,16,node30,node24,219.57,6.85,8.99,0.00,15.84,0.00,40.68,0,6,0,1,1,20,6929
20260514_150728,0,0,SSP,0,17,node25,node2,235.41,1.40,12.62,0.00,14.03,0.00,55.80,0,8,0,1,1,20,6929
20260514_150728,0,0,SSP,0,18,node30,node62,249.44,4.15,22.76,0.00,26.91,0.00,108.26,0,9,0,1,1,20,6929
20260514_150728,0,0,SSP,0,19,node25,node26,276.35,17.84,1.79,0.00,19.63,0.00,7.38,0,1,0,1,1,20,6929
20260514_150728,0,0,SSP,0,20,node30,node11,295.98,5.46,10.89,0.00,16.35,0.00,51.70,0,6,0,1,1,20,6929
20260514_150728,1,1,EV,0,1,node30,node37,312.50,1.42,8.86,0.00,10.28,12.82,53.23,1,7,0,1,1,20,6929
20260514_150728,1,1,EV,0,2,node6,node36,322.78,10.82,8.68,0.00,19.49,0.00,37.97,0,5,0,1,1,20,6929
20260514_150728,1,1,EV,0,3,node6,node50,342.27,9.83,5.32,0.00,15.15,0.00,19.83,0,2,0,1,1,20,6929
20260514_150728,1,1,EV,0,4,node6,node58,357.42,6.05,3.23,0.00,9.28,0.00,14.91,0,2,0,1,1,20,6929
20260514_150728,1,1,EV,0,5,node6,node58,366.70,4.63,3.23,0.00,7.86,0.00,14.91,0,2,0,1,1,20,6929
20260514_150728,1,1,EV,0,6,node6,node63,374.57,4.14,8.21,0.00,12.35,0.00,41.79,0,4,0,1,1,20,6929
20260514_150728,1,1,EV,0,7,node70,node11,386.91,9.13,3.13,0.00,12.25,0.00,15.63,0,2,0,1,1,20,6929
20260514_150728,1,1,EV,0,8,node70,node21,399.17,2.52,4.60,0.00,7.12,0.00,21.43,0,3,0,1,1,20,6929
20260514_150728,1,1,EV,0,9,node25,node4,406.29,6.20,12.66,0.00,18.86,0.00,54.83,0,7,0,1,1,20,6929
20260514_150728,1,1,EV,0,10,node6,node30,425.15,3.67,13.12,0.00,16.79,0.00,52.77,0,7,0,1,1,20,6929
20260514_150728,1,1,EV,0,11,node30,node21,441.94,0.00,13.53,0.00,13.53,0.00,64.67,0,9,0,1,1,20,6929
20260514_150728,1,1,EV,0,12,node25,node58,455.47,6.53,9.19,0.00,15.72,0.00,44.01,0,6,0,1,1,20,6929
20260514_150728,1,1,EV,0,13,node6,node33,471.20,4.63,10.61,0.00,15.24,0.00,55.21,0,6,0,1,1,20,6929
20260514_150728,1,1,EV,0,14,node30,node20,486.43,6.55,15.31,0.00,21.87,0.00,71.69,0,10,0,1,1,20,6929
20260514_150728,1,1,EV,0,15,node25,node68,508.30,8.61,8.39,0.00,17.00,0.00,35.62,0,4,0,1,1,20,6929
20260514_150728,1,1,EV,0,16,node30,node24,525.30,6.57,8.12,0.00,14.69,0.00,40.68,0,6,0,1,1,20,6929
20260514_150728,1,1,EV,0,17,node25,node2,539.99,1.40,12.25,0.00,13.65,0.00,55.80,0,8,0,1,1,20,6929
20260514_150728,1,1,EV,0,18,node30,node62,553.64,4.36,19.63,0.00,23.99,0.00,86.01,0,11,0,1,1,20,6929
20260514_150728,1,1,EV,0,19,node25,node26,577.63,17.74,1.79,0.00,19.54,0.00,7.38,0,1,0,1,1,20,6929
20260514_150728,1,1,EV,0,20,node30,node11,597.17,6.27,9.37,0.00,15.64,0.00,49.38,0,7,0,1,1,20,6929
20260514_150728,2,2,EA,0,1,node30,node24,613.00,1.42,10.77,0.00,12.19,12.82,40.68,1,6,0,1,1,20,6929
20260514_150728,2,2,EA,0,2,node25,node26,625.19,1.40,1.48,0.00,2.88,0.00,7.38,0,1,0,1,1,20,6929
20260514_150728,2,2,EA,0,3,node25,node68,628.07,1.48,9.72,0.00,11.19,0.00,35.62,0,4,0,1,1,20,6929
20260514_150728,2,2,EA,0,4,node70,node11,639.27,3.21,3.78,0.00,6.99,0.00,15.63,0,2,0,1,1,20,6929
20260514_150728,2,2,EA,0,5,node70,node21,646.26,2.92,4.20,0.00,7.12,0.00,21.43,0,3,0,1,1,20,6929
20260514_150728,2,2,EA,0,6,node25,node58,653.38,6.83,9.19,0.00,16.03,0.00,44.01,0,6,0,1,1,20,6929
20260514_150728,2,2,EA,0,7,node6,node58,669.40,3.89,3.48,0.00,7.36,0.00,14.91,0,2,0,1,1,20,6929
20260514_150728,2,2,EA,0,8,node6,node58,676.77,3.89,3.23,0.00,7.12,0.00,14.91,0,2,0,1,1,20,6929
20260514_150728,2,2,EA,0,9,node6,node50,683.88,3.89,4.32,0.00,8.21,0.00,19.83,0,2,0,1,1,20,6929
20260514_150728,2,2,EA,0,10,node6,node30,692.09,5.45,10.74,0.00,16.19,0.00,52.77,0,7,0,1,1,20,6929
20260514_150728,2,2,EA,0,11,node30,node11,708.28,0.00,8.55,0.00,8.55,0.00,49.38,0,7,0,1,1,20,6929
20260514_150728,2,2,EA,0,12,node25,node4,716.82,3.67,13.33,0.00,17.00,0.00,54.83,0,7,0,1,1,20,6929
20260514_150728,2,2,EA,0,13,node6,node36,733.82,4.67,9.43,0.00,14.09,0.00,37.97,0,5,0,1,1,20,6929
20260514_150728,2,2,EA,0,14,node6,node33,747.92,11.19,11.42,0.00,22.61,0.00,55.21,0,6,0,1,1,20,6929
20260514_150728,2,2,EA,0,15,node30,node21,770.53,6.04,12.91,0.00,18.95,0.00,64.67,0,9,0,1,1,20,6929
20260514_150728,2,2,EA,0,16,node25,node2,789.47,6.20,12.80,0.00,19.01,0.00,55.80,0,8,0,1,1,20,6929
20260514_150728,2,2,EA,0,17,node30,node37,808.48,4.10,11.17,0.00,15.26,0.00,53.23,0,7,0,1,1,20,6929
20260514_150728,2,2,EA,0,18,node6,node63,823.74,12.09,7.51,0.00,19.60,0.00,41.79,0,4,0,1,1,20,6929
20260514_150728,2,2,EA,0,19,node30,node20,843.34,18.85,15.81,0.00,34.66,0.00,71.69,0,10,0,1,1,20,6929
20260514_150728,2,2,EA,0,20,node30,node62,878.00,15.11,21.33,0.00,36.44,0.00,86.01,0,11,0,1,1,20,6929
20260514_150728,0,0,SSP,1,1,node70,node11,914.50,4.43,1.47,0.00,5.90,22.70,15.63,1,2,0,1,2,20,6929
20260514_150728,0,0,SSP,0,1,node30,node37,914.50,1.42,8.86,0.00,10.28,12.82,53.23,1,7,0,1,2,20,6929
20260514_150728,0,0,SSP,1,2,node70,node21,920.40,2.95,4.20,0.00,7.15,0.00,21.43,0,3,0,1,2,20,6929
20260514_150728,0,0,SSP,0,2,node6,node36,924.78,10.45,8.93,0.00,19.38,0.00,37.97,0,5,0,1,2,20,6929
20260514_150728,0,0,SSP,1,3,node25,node4,927.55,6.20,13.77,0.00,19.97,0.00,54.83,0,7,0,1,2,20,6929
20260514_150728,0,0,SSP,1,4,node6,node58,947.52,4.67,4.22,0.00,8.89,0.00,14.91,0,2,0,1,2,20,6929
20260514_150728,0,0,SSP,0,3,node6,node50,944.16,10.13,3.97,0.00,14.10,0.00,19.83,0,2,0,1,2,20,6929
20260514_150728,0,0,SSP,1,5,node6,node58,956.41,4.87,3.98,0.00,8.85,0.00,14.91,0,2,0,1,2,20,6929
20260514_150728,0,0,SSP,0,4,node6,node63,958.26,5.35,8.88,0.00,14.23,0.00,41.79,0,4,0,1,2,20,6929
20260514_150728,0,0,SSP,1,6,node6,node30,965.26,4.13,11.66,0.00,15.79,0.00,54.99,0,5,0,1,2,20,6929
20260514_150728,0,0,SSP,0,5,node6,node33,972.49,9.75,11.82,0.00,21.57,0.00,56.55,0,5,0,1,2,20,6929
20260514_150728,0,0,SSP,1,7,node30,node21,981.06,0.00,13.53,0.00,13.53,0.00,64.67,0,9,0,1,2,20,6929
20260514_150728,0,0,SSP,1,8,node25,node58,994.59,6.20,10.60,0.00,16.80,0.00,44.01,0,6,0,1,2,20,6929
20260514_150728,0,0,SSP,0,6,node30,node20,994.06,6.36,14.61,0.00,20.97,0.00,71.69,0,10,0,1,2,20,6929
20260514_150728,0,0,SSP,1,9,node25,node68,1011.39,9.37,8.82,0.00,18.19,0.00,35.62,0,4,0,1,2,20,6929
20260514_150728,0,0,SSP,0,7,node25,node2,1015.03,7.91,13.57,0.00,21.47,0.00,55.80,0,8,0,1,2,20,6929
20260514_150728,0,0,SSP,1,10,node30,node24,1029.59,6.52,9.30,0.00,15.82,0.00,40.68,0,6,0,1,2,20,6929
20260514_150728,0,0,SSP,1,11,node25,node26,1045.40,1.40,1.79,0.00,3.20,0.00,7.38,0,1,0,1,2,20,6929
20260514_150728,0,0,SSP,0,8,node30,node62,1036.50,4.16,21.04,0.00,25.20,0.00,108.26,0,9,0,1,2,20,6929
20260514_150728,0,0,SSP,1,12,node30,node11,1048.60,5.76,13.85,0.00,19.60,0.00,51.70,0,6,0,1,2,20,6929
20260514_150728,1,1,EV,1,1,node70,node11,1068.50,3.48,1.87,0.00,5.35,22.70,15.63,1,2,0,1,2,20,6929
20260514_150728,1,1,EV,0,1,node30,node37,1068.50,1.42,8.86,0.00,10.28,12.82,53.23,1,7,0,1,2,20,6929
20260514_150728,1,1,EV,1,2,node70,node21,1073.85,3.15,6.00,0.00,9.15,0.00,21.43,0,3,0,1,2,20,6929
20260514_150728,1,1,EV,0,2,node6,node36,1078.78,12.39,8.93,0.00,21.32,0.00,37.97,0,5,0,1,2,20,6929
20260514_150728,1,1,EV,1,3,node25,node4,1083.00,6.20,12.55,0.00,18.75,0.00,54.83,0,7,0,1,2,20,6929
20260514_150728,1,1,EV,1,4,node6,node58,1101.75,4.17,2.98,0.00,7.15,0.00,14.91,0,2,0,1,2,20,6929
20260514_150728,1,1,EV,0,3,node6,node50,1100.09,9.81,4.92,0.00,14.73,0.00,19.83,0,2,0,1,2,20,6929
20260514_150728,1,1,EV,1,5,node6,node58,1108.89,3.89,3.48,0.00,7.37,0.00,14.91,0,2,0,1,2,20,6929
20260514_150728,1,1,EV,0,4,node6,node63,1114.82,5.80,7.28,0.00,13.08,0.00,41.79,0,4,0,1,2,20,6929
20260514_150728,1,1,EV,1,6,node6,node30,1116.26,4.13,11.04,0.00,15.18,0.00,52.77,0,7,0,1,2,20,6929
20260514_150728,1,1,EV,1,7,node30,node21,1131.44,0.00,13.21,0.00,13.21,0.00,64.67,0,9,0,1,2,20,6929
20260514_150728,1,1,EV,0,5,node6,node33,1127.91,9.70,11.56,0.00,21.26,0.00,55.21,0,6,0,1,2,20,6929
20260514_150728,1,1,EV,1,8,node25,node58,1144.65,6.20,10.73,0.00,16.93,0.00,44.01,0,6,0,1,2,20,6929
20260514_150728,1,1,EV,0,6,node30,node20,1149.17,6.29,14.61,0.00,20.91,0.00,71.69,0,10,0,1,2,20,6929
20260514_150728,1,1,EV,1,9,node25,node68,1161.58,9.54,8.99,0.00,18.54,0.00,35.62,0,4,0,1,2,20,6929
20260514_150728,1,1,EV,0,7,node25,node2,1170.08,7.61,12.80,0.00,20.41,0.00,55.80,0,8,0,1,2,20,6929
20260514_150728,1,1,EV,1,10,node30,node24,1180.12,6.27,8.12,0.00,14.39,0.00,40.68,0,6,0,1,2,20,6929
20260514_150728,1,1,EV,1,11,node25,node26,1194.50,1.40,1.48,0.00,2.88,0.00,7.38,0,1,0,1,2,20,6929
20260514_150728,1,1,EV,1,12,node30,node11,1197.38,5.76,9.55,0.00,15.31,0.00,49.38,0,7,0,1,2,20,6929
20260514_150728,1,1,EV,0,8,node30,node62,1190.49,4.55,20.02,0.00,24.57,0.00,86.01,0,11,0,1,2,20,6929
20260514_150728,2,2,EA,1,1,node70,node11,1215.50,3.96,1.47,0.00,5.42,22.70,15.63,1,2,0,1,2,20,6929
20260514_150728,2,2,EA,1,2,node25,node26,1220.93,3.27,1.48,0.00,4.75,0.00,7.38,0,1,0,1,2,20,6929
20260514_150728,2,2,EA,0,1,node30,node24,1215.50,1.17,9.33,0.00,10.50,12.82,40.68,1,6,0,1,2,20,6929
20260514_150728,2,2,EA,0,2,node25,node58,1226.00,1.40,9.06,0.00,10.47,0.00,44.01,0,6,0,1,2,20,6929
20260514_150728,2,2,EA,1,3,node25,node68,1225.67,1.48,10.62,0.00,12.09,0.00,35.62,0,4,0,1,2,20,6929
20260514_150728,2,2,EA,0,3,node6,node58,1236.47,5.12,3.23,0.00,8.36,0.00,14.91,0,2,0,1,2,20,6929
20260514_150728,2,2,EA,1,4,node70,node21,1237.77,3.86,4.60,0.00,8.46,0.00,21.43,0,3,0,1,2,20,6929
20260514_150728,2,2,EA,0,4,node6,node58,1244.83,4.39,2.98,0.00,7.37,0.00,14.91,0,2,0,1,2,20,6929
20260514_150728,2,2,EA,0,5,node6,node50,1252.20,3.89,5.07,0.00,8.96,0.00,19.83,0,2,0,1,2,20,6929
20260514_150728,2,2,EA,1,5,node25,node4,1246.22,6.20,13.33,0.00,19.53,0.00,54.83,0,7,0,1,2,20,6929
20260514_150728,2,2,EA,0,6,node6,node30,1261.15,6.15,11.65,0.00,17.80,0.00,52.77,0,7,0,1,2,20,6929
20260514_150728,2,2,EA,1,6,node6,node36,1265.75,3.67,10.69,0.00,14.36,0.00,37.97,0,5,0,1,2,20,6929
20260514_150728,2,2,EA,0,7,node30,node11,1278.95,0.00,8.55,0.00,8.55,0.00,49.38,0,7,0,1,2,20,6929
20260514_150728,2,2,EA,1,7,node6,node33,1280.11,10.58,10.16,0.00,20.74,0.00,55.21,0,6,0,1,2,20,6929
20260514_150728,2,2,EA,0,8,node25,node2,1287.50,3.27,12.65,0.00,15.92,0.00,55.80,0,8,0,1,2,20,6929
20260514_150728,2,2,EA,1,8,node30,node37,1300.85,6.60,10.07,0.00,16.67,0.00,53.23,0,7,0,1,2,20,6929
20260514_150728,2,2,EA,0,9,node30,node21,1303.42,4.36,12.91,0.00,17.27,0.00,64.67,0,9,0,1,2,20,6929
