runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260513_011303,0,0,SSP,1,20,1,207,400.00,20,19.99,12.17,28.66,9.54,10.45,0.00,20,0,0,0,0,0,0,0,0,0,399.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011303,1,1,EV,1,20,1,207,384.50,20,19.20,11.64,26.58,9.26,9.95,0.00,20,0,0,0,0,0,0,0,0,0,384.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011303,2,2,EA,1,20,1,207,398.00,20,19.90,8.25,31.53,9.91,9.98,0.00,20,0,0,0,0,0,0,0,0,0,397.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         400.00
# EV          384.50
# EA          398.00
# SSP     vs best: +3.9%
# EV      vs best: +0.0%
# EA      vs best: +3.4%
20260513_011303,0,0,SSP,2,20,1,207,207.00,20,19.83,11.42,32.66,9.74,10.09,0.00,10,10,0,0,0,0,0,0,0,0,189.73,206.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011303,1,1,EV,2,20,1,207,198.50,20,19.03,11.42,32.61,8.78,10.25,0.00,11,9,0,0,0,0,0,0,0,0,198.09,182.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011303,2,2,EA,2,20,1,207,194.50,20,19.05,3.70,33.12,9.35,9.70,0.00,10,10,0,0,0,0,0,0,0,0,186.65,194.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         207.00
# EV          198.50
# EA          194.50
# SSP     vs best: +6.0%
# EV      vs best: +2.0%
# EA      vs best: +0.0%
20260513_011303,0,0,SSP,3,20,1,207,129.00,20,18.82,7.77,30.05,8.80,10.02,0.00,5,9,6,0,0,0,0,0,0,0,122.72,128.89,124.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011303,1,1,EV,3,20,1,207,127.00,20,18.44,8.27,30.66,8.63,9.82,0.00,5,9,6,0,0,0,0,0,0,0,120.62,126.53,121.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011303,2,2,EA,3,20,1,207,137.50,20,18.64,7.35,31.79,8.76,9.88,0.00,6,7,7,0,0,0,0,0,0,0,106.19,129.28,137.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         129.00
# EV          127.00
# EA          137.50
# SSP     vs best: +1.6%
# EV      vs best: +0.0%
# EA      vs best: +7.6%
20260513_011303,0,0,SSP,4,20,1,207,111.00,20,19.39,7.27,28.46,9.69,9.70,0.00,5,6,5,4,0,0,0,0,0,0,85.10,110.72,99.56,92.38,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011303,1,1,EV,4,20,1,207,107.00,20,18.53,7.27,30.03,8.98,9.55,0.00,4,6,5,5,0,0,0,0,0,0,84.59,80.27,99.09,106.67,0.00,0.00,0.00,0.00,0.00,0.00
