runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260513_011003,0,0,SSP,1,20,1,17,365.00,20,18.23,5.68,30.73,6.56,11.67,0.00,20,0,0,0,0,0,0,0,0,0,364.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011003,1,1,EV,1,20,1,17,326.00,20,16.28,4.89,27.96,6.32,9.96,0.00,20,0,0,0,0,0,0,0,0,0,325.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011003,2,2,EA,1,20,1,17,334.50,20,16.72,5.84,34.97,6.70,10.02,0.00,20,0,0,0,0,0,0,0,0,0,334.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         365.00
# EV          326.00
# EA          334.50
# SSP     vs best: +10.7%
# EV      vs best: +0.0%
# EA      vs best: +2.5%
20260513_011003,0,0,SSP,2,20,1,17,177.00,20,17.12,4.93,27.19,6.28,10.84,0.00,9,11,0,0,0,0,0,0,0,0,165.49,176.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011003,1,1,EV,2,20,1,17,164.00,20,16.06,5.23,25.14,6.00,10.06,0.00,10,10,0,0,0,0,0,0,0,0,163.98,157.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011003,2,2,EA,2,20,1,17,174.50,20,16.14,4.94,35.16,6.07,10.07,0.00,9,11,0,0,0,0,0,0,0,0,148.47,174.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         177.00
# EV          164.00
# EA          174.50
# SSP     vs best: +7.3%
# EV      vs best: +0.0%
# EA      vs best: +6.0%
20260513_011003,0,0,SSP,3,20,1,17,121.50,20,16.98,5.10,28.35,6.15,10.83,0.00,5,6,9,0,0,0,0,0,0,0,108.85,109.70,121.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011003,1,1,EV,3,20,1,17,107.50,20,15.48,5.26,25.66,5.83,9.65,0.00,5,6,9,0,0,0,0,0,0,0,100.99,101.34,107.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011003,2,2,EA,3,20,1,17,118.50,20,15.70,1.52,29.30,5.63,10.07,0.00,6,6,8,0,0,0,0,0,0,0,118.21,96.24,99.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         121.50
# EV          107.50
# EA          118.50
# SSP     vs best: +11.5%
# EV      vs best: +0.0%
# EA      vs best: +9.3%
20260513_011003,0,0,SSP,4,20,1,17,85.50,20,16.32,6.35,26.38,5.92,10.39,0.00,6,4,6,4,0,0,0,0,0,0,85.24,77.85,85.49,77.72,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011003,1,1,EV,4,20,1,17,84.50,20,15.77,4.44,26.12,5.85,9.92,0.00,6,4,6,4,0,0,0,0,0,0,68.17,80.28,84.33,82.60,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011003,2,2,EA,4,20,1,17,94.50,20,15.36,1.52,32.35,5.43,9.93,0.00,4,4,7,5,0,0,0,0,0,0,64.67,65.32,94.04,83.12,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          85.50
# EV           84.50
# EA           94.50
# SSP     vs best: +1.2%
# EV      vs best: +0.0%
# EA      vs best: +10.6%
20260513_011003,0,0,SSP,5,20,1,17,72.00,20,15.98,6.79,26.57,5.74,10.24,0.00,4,5,4,4,3,0,0,0,0,0,71.75,67.75,62.25,59.59,58.30,0.00,0.00,0.00,0.00,0.00
