runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260513_011122,0,0,SSP,1,20,1,42,376.00,20,18.79,8.64,27.48,6.94,11.85,0.00,20,0,0,0,0,0,0,0,0,0,375.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011122,1,1,EV,1,20,1,42,359.00,20,17.93,8.07,24.95,6.91,11.02,0.00,20,0,0,0,0,0,0,0,0,0,358.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011122,2,2,EA,1,20,1,42,373.50,20,18.67,8.81,35.62,7.60,11.08,0.00,20,0,0,0,0,0,0,0,0,0,373.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         376.00
# EV          359.00
# EA          373.50
# SSP     vs best: +4.5%
# EV      vs best: +0.0%
# EA      vs best: +3.9%
20260513_011122,0,0,SSP,2,20,1,42,184.00,20,18.16,7.67,30.29,6.81,11.35,0.00,9,11,0,0,0,0,0,0,0,0,183.66,179.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011122,1,1,EV,2,20,1,42,179.50,20,17.77,6.09,26.27,6.70,11.07,0.00,9,11,0,0,0,0,0,0,0,0,179.12,176.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011122,2,2,EA,2,20,1,42,201.50,20,19.72,8.26,39.55,7.95,11.77,0.00,10,10,0,0,0,0,0,0,0,0,193.10,201.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         184.00
# EV          179.50
# EA          201.50
# SSP     vs best: +2.4%
# EV      vs best: +0.0%
# EA      vs best: +10.9%
20260513_011122,0,0,SSP,3,20,1,42,132.50,20,17.88,6.69,27.26,6.48,11.40,0.00,6,7,7,0,0,0,0,0,0,0,114.46,111.10,132.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011122,1,1,EV,3,20,1,42,124.00,20,17.59,6.09,26.81,6.38,11.22,0.00,6,7,7,0,0,0,0,0,0,0,116.10,111.85,123.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011122,2,2,EA,3,20,1,42,162.00,20,19.35,8.64,38.24,7.76,11.59,0.00,6,8,6,0,0,0,0,0,0,0,127.86,161.74,97.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         132.50
# EV          124.00
# EA          162.00
# SSP     vs best: +6.4%
# EV      vs best: +0.0%
# EA      vs best: +23.5%
20260513_011122,0,0,SSP,4,20,1,42,99.50,20,17.38,4.17,28.26,6.40,10.98,0.00,4,5,5,6,0,0,0,0,0,0,84.26,87.44,76.85,99.05,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011122,1,1,EV,4,20,1,42,102.50,20,17.97,3.72,28.87,6.44,11.53,0.00,4,5,5,6,0,0,0,0,0,0,86.44,88.62,82.10,102.18,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011122,2,2,EA,4,20,1,42,125.00,20,18.57,7.34,36.25,7.62,10.95,0.00,4,6,4,6,0,0,0,0,0,0,76.12,103.11,67.23,124.99,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          99.50
# EV          102.50
# EA          125.00
# SSP     vs best: +0.0%
# EV      vs best: +2.9%
# EA      vs best: +20.4%
20260513_011122,0,0,SSP,5,20,1,42,91.00,20,18.30,5.79,35.76,6.98,11.32,0.00,3,5,4,4,4,0,0,0,0,0,79.11,71.72,63.27,60.94,90.98,0.00,0.00,0.00,0.00,0.00
20260513_011122,1,1,EV,5,20,1,42,88.00,20,18.02,6.09,34.32,6.87,11.15,0.00,3,5,4,4,4,0,0,0,0,0,63.32,73.09,60.82,75.58,87.53,0.00,0.00,0.00,0.00,0.00
20260513_011122,2,2,EA,5,20,1,42,101.50,20,19.20,7.74,36.36,7.67,11.53,0.00,3,4,4,4,5,0,0,0,0,0,63.88,81.56,63.78,73.76,101.09,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          91.00
# EV           88.00
# EA          101.50
# SSP     vs best: +3.3%
# EV      vs best: +0.0%
# EA      vs best: +13.3%
20260513_011122,0,0,SSP,6,20,1,42,81.00,20,18.52,3.87,31.73,7.12,11.40,0.00,3,3,3,4,4,3,0,0,0,0,67.28,55.31,52.10,63.51,80.51,51.67,0.00,0.00,0.00,0.00
