runId,phase,effectiveMode,modeName,robotId,taskSeq,pickupNode,destNode,taskStartSim,toPickupSec,deliveryLegSec,returnSec,totalSec,expOutSec,expInSec,hopsToStore,hopsToDest,hopsReturn,crowdednessLevel,numRobots,numOrders,randomSeed
20260513_011046,0,0,SSP,0,1,node69,node55,0.00,10.62,7.12,0.00,17.74,49.68,37.37,1,5,0,1,1,20,23
20260513_011046,0,0,SSP,0,2,node69,node17,17.74,9.05,12.01,0.00,21.06,0.00,51.26,0,6,0,1,1,20,23
20260513_011046,0,0,SSP,0,3,node20,node22,38.80,4.66,2.93,0.00,7.59,0.00,14.63,0,2,0,1,1,20,23
20260513_011046,0,0,SSP,0,4,node22,node29,46.39,0.00,10.56,0.00,10.56,0.00,50.02,0,7,0,1,1,20,23
20260513_011046,0,0,SSP,0,5,node69,node8,56.94,5.77,6.94,0.00,12.71,0.00,29.80,0,2,0,1,1,20,23
20260513_011046,0,0,SSP,0,6,node24,node31,69.65,8.00,9.33,0.00,17.33,0.00,47.78,0,7,0,1,1,20,23
20260513_011046,0,0,SSP,0,7,node24,node65,86.98,10.43,7.07,0.00,17.50,0.00,37.97,0,5,0,1,1,20,23
20260513_011046,0,0,SSP,0,8,node24,node3,104.48,9.78,10.14,0.00,19.92,0.00,62.04,0,7,0,1,1,20,23
20260513_011046,0,0,SSP,0,9,node24,node45,124.40,13.52,13.63,0.00,27.15,0.00,65.89,0,9,0,1,1,20,23
20260513_011046,0,0,SSP,0,10,node20,node25,151.55,7.28,7.60,0.00,14.88,0.00,38.04,0,5,0,1,1,20,23
20260513_011046,0,0,SSP,0,11,node24,node49,166.42,1.40,18.23,0.00,19.64,0.00,67.83,0,6,0,1,1,20,23
20260513_011046,0,0,SSP,0,12,node24,node43,186.06,16.53,13.09,0.00,29.62,0.00,76.36,0,9,0,1,1,20,23
20260513_011046,0,0,SSP,0,13,node22,node55,215.68,13.08,14.23,0.00,27.31,0.00,78.27,0,9,0,1,1,20,23
20260513_011046,0,0,SSP,0,14,node24,node30,242.99,17.01,8.32,0.00,25.34,0.00,41.69,0,6,0,1,1,20,23
20260513_011046,0,0,SSP,0,15,node24,node71,268.32,8.93,5.20,0.00,14.13,0.00,28.60,0,3,0,1,1,20,23
20260513_011046,0,0,SSP,0,16,node22,node44,282.45,5.30,11.12,0.00,16.42,0.00,56.31,0,8,0,1,1,20,23
20260513_011046,0,0,SSP,0,17,node22,node53,298.87,11.89,20.90,0.00,32.79,0.00,95.16,0,10,0,1,1,20,23
20260513_011046,0,0,SSP,0,18,node24,node68,331.66,19.93,4.88,0.00,24.81,0.00,28.60,0,3,0,1,1,20,23
20260513_011046,0,0,SSP,0,19,node22,node33,356.48,10.56,17.22,0.00,27.78,0.00,86.91,0,12,0,1,1,20,23
20260513_011046,0,0,SSP,0,20,node22,node15,384.26,17.75,9.74,0.00,27.50,0.00,40.47,0,6,0,1,1,20,23
