runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260513_011416,0,0,SSP,1,20,1,511,328.50,20,16.41,6.10,31.13,6.74,9.66,0.00,20,0,0,0,0,0,0,0,0,0,328.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011416,1,1,EV,1,20,1,511,313.50,20,15.67,5.95,21.47,6.29,9.38,0.00,20,0,0,0,0,0,0,0,0,0,313.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011416,2,2,EA,1,20,1,511,320.50,20,16.01,4.51,29.33,6.77,9.24,0.00,20,0,0,0,0,0,0,0,0,0,320.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         328.50
# EV          313.50
# EA          320.50
# SSP     vs best: +4.6%
# EV      vs best: +0.0%
# EA      vs best: +2.2%
20260513_011416,0,0,SSP,2,20,1,511,160.00,20,14.98,5.83,27.66,6.08,8.89,0.00,12,8,0,0,0,0,0,0,0,0,159.93,139.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011416,1,1,EV,2,20,1,511,155.50,20,14.73,6.32,22.44,5.79,8.95,0.00,11,9,0,0,0,0,0,0,0,0,139.42,155.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011416,2,2,EA,2,20,1,511,158.50,20,15.57,6.76,24.36,6.14,9.43,0.00,10,10,0,0,0,0,0,0,0,0,158.27,153.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         160.00
# EV          155.50
# EA          158.50
# SSP     vs best: +2.8%
# EV      vs best: +0.0%
# EA      vs best: +1.9%
20260513_011416,0,0,SSP,3,20,1,511,113.50,20,14.94,2.52,27.43,5.91,9.03,0.00,8,7,5,0,0,0,0,0,0,0,113.23,100.35,85.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011416,1,1,EV,3,20,1,511,103.50,20,14.09,2.52,22.23,5.37,8.72,0.00,6,7,7,0,0,0,0,0,0,0,80.87,97.59,103.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011416,2,2,EA,3,20,1,511,105.50,20,14.38,2.52,26.71,5.50,8.88,0.00,6,7,7,0,0,0,0,0,0,0,105.18,98.10,84.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         113.50
# EV          103.50
# EA          105.50
# SSP     vs best: +8.8%
# EV      vs best: +0.0%
# EA      vs best: +1.9%
20260513_011416,0,0,SSP,4,20,1,511,76.50,20,14.60,6.10,29.16,5.64,8.96,0.00,5,6,5,4,0,0,0,0,0,0,76.35,76.45,63.03,76.18,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011416,1,1,EV,4,20,1,511,80.50,20,14.64,6.00,23.61,5.70,8.95,0.00,4,5,7,4,0,0,0,0,0,0,63.77,80.00,76.79,72.34,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011416,2,2,EA,4,20,1,511,82.00,20,14.14,5.58,22.28,5.26,8.88,0.00,4,6,5,5,0,0,0,0,0,0,66.10,81.51,66.87,68.35,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          76.50
# EV           80.50
# EA           82.00
# SSP     vs best: +0.0%
# EV      vs best: +5.0%
# EA      vs best: +6.7%
20260513_011416,0,0,SSP,5,20,1,511,71.00,20,15.23,6.50,25.41,5.77,9.46,0.00,4,4,4,5,3,0,0,0,0,0,65.07,56.51,54.16,70.58,58.32,0.00,0.00,0.00,0.00,0.00
20260513_011416,1,1,EV,5,20,1,511,69.50,20,15.17,5.58,23.00,5.83,9.34,0.00,4,3,5,5,3,0,0,0,0,0,69.37,54.49,53.44,66.69,59.39,0.00,0.00,0.00,0.00,0.00
20260513_011416,2,2,EA,5,20,1,511,86.00,20,16.15,4.73,39.45,6.96,9.18,0.00,4,4,4,4,4,0,0,0,0,0,66.20,61.80,47.76,61.63,85.53,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          71.00
# EV           69.50
# EA           86.00
# SSP     vs best: +2.1%
# EV      vs best: +0.0%
# EA      vs best: +19.2%
