runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260513_011540,0,0,SSP,1,20,1,777,344.50,20,17.22,6.37,28.77,6.09,11.13,0.00,20,0,0,0,0,0,0,0,0,0,344.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011540,1,1,EV,1,20,1,777,324.50,20,16.21,6.86,27.69,5.97,10.24,0.00,20,0,0,0,0,0,0,0,0,0,324.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011540,2,2,EA,1,20,1,777,308.50,20,15.41,3.90,27.96,5.31,10.09,0.00,20,0,0,0,0,0,0,0,0,0,308.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         344.50
# EV          324.50
# EA          308.50
# SSP     vs best: +10.4%
# EV      vs best: +4.9%
# EA      vs best: +0.0%
20260513_011540,0,0,SSP,2,20,1,777,175.50,20,16.71,5.69,28.66,6.26,10.45,0.00,9,11,0,0,0,0,0,0,0,0,159.17,175.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011540,1,1,EV,2,20,1,777,171.00,20,16.46,5.69,30.34,6.20,10.26,0.00,9,11,0,0,0,0,0,0,0,0,158.70,170.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011540,2,2,EA,2,20,1,777,156.50,20,15.21,3.43,31.80,4.73,10.48,0.00,9,11,0,0,0,0,0,0,0,0,147.84,156.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         175.50
# EV          171.00
# EA          156.50
# SSP     vs best: +10.8%
# EV      vs best: +8.5%
# EA      vs best: +0.0%
20260513_011540,0,0,SSP,3,20,1,777,120.00,20,16.49,1.52,29.28,6.07,10.42,0.00,6,7,7,0,0,0,0,0,0,0,100.94,119.62,109.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011540,1,1,EV,3,20,1,777,119.50,20,16.21,1.52,27.25,6.15,10.05,0.00,6,7,7,0,0,0,0,0,0,0,99.63,119.32,105.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011540,2,2,EA,3,20,1,777,109.00,20,14.73,1.52,28.04,4.47,10.26,0.00,6,6,8,0,0,0,0,0,0,0,108.83,91.84,93.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         120.00
# EV          119.50
# EA          109.00
# SSP     vs best: +9.2%
# EV      vs best: +8.8%
# EA      vs best: +0.0%
20260513_011540,0,0,SSP,4,20,1,777,85.00,20,14.98,1.52,26.29,4.87,10.11,0.00,5,5,6,4,0,0,0,0,0,0,78.39,84.85,67.21,69.17,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011540,1,1,EV,4,20,1,777,83.00,20,14.94,1.52,28.15,4.83,10.11,0.00,6,5,5,4,0,0,0,0,0,0,80.61,82.52,67.08,68.61,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011540,2,2,EA,4,20,1,777,85.50,20,14.92,1.52,31.57,4.66,10.25,0.00,5,4,5,6,0,0,0,0,0,0,82.87,63.13,66.83,85.47,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          85.00
# EV           83.00
# EA           85.50
# SSP     vs best: +2.4%
# EV      vs best: +0.0%
# EA      vs best: +2.9%
20260513_011540,0,0,SSP,5,20,1,777,69.00,20,14.50,1.52,27.08,4.06,10.44,0.00,4,3,5,3,5,0,0,0,0,0,68.95,49.46,48.65,58.91,63.99,0.00,0.00,0.00,0.00,0.00
20260513_011540,1,1,EV,5,20,1,777,69.00,20,14.49,1.52,24.99,4.16,10.33,0.00,4,3,5,3,5,0,0,0,0,0,65.85,48.49,49.54,56.98,68.88,0.00,0.00,0.00,0.00,0.00
20260513_011540,2,2,EA,5,20,1,777,65.50,20,13.79,1.52,28.98,3.63,10.16,0.00,3,4,5,4,4,0,0,0,0,0,65.48,58.38,56.48,42.00,53.40,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          69.00
# EV           69.00
# EA           65.50
# SSP     vs best: +5.1%
# EV      vs best: +5.1%
# EA      vs best: +0.0%
20260513_011540,0,0,SSP,6,20,1,777,72.00,20,15.91,1.52,31.10,5.49,10.43,0.00,4,3,3,3,3,4,0,0,0,0,42.86,71.99,44.22,47.89,64.80,46.46,0.00,0.00,0.00,0.00
20260513_011540,1,1,EV,6,20,1,777,69.00,20,15.60,1.52,30.09,5.40,10.20,0.00,4,3,4,3,3,3,0,0,0,0,46.56,68.40,42.06,39.98,68.77,46.26,0.00,0.00,0.00,0.00
20260513_011540,2,2,EA,6,20,1,777,64.00,20,14.99,4.26,32.81,4.80,10.19,0.00,2,3,4,4,4,3,0,0,0,0,35.54,49.82,63.60,46.23,53.01,51.56,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          72.00
# EV           69.00
# EA           64.00
# SSP     vs best: +11.1%
# EV      vs best: +7.2%
# EA      vs best: +0.0%
