runId,phase,effectiveMode,modeName,robotId,taskSeq,pickupNode,destNode,taskStartSim,toPickupSec,deliveryLegSec,returnSec,totalSec,expOutSec,expInSec,hopsToStore,hopsToDest,hopsReturn,crowdednessLevel,numRobots,numOrders,randomSeed
20260513_011540,0,0,SSP,0,1,node28,node38,0.00,4.50,18.14,0.00,22.64,26.07,69.65,1,9,0,1,1,20,777
20260513_011540,0,0,SSP,0,2,node56,node26,22.64,8.42,10.16,0.00,18.59,0.00,50.64,0,7,0,1,1,20,777
20260513_011540,0,0,SSP,0,3,node28,node56,41.22,2.61,7.99,0.00,10.59,0.00,37.61,0,5,0,1,1,20,777
20260513_011540,0,0,SSP,0,4,node56,node50,51.82,0.00,9.93,0.00,9.93,0.00,43.56,0,4,0,1,1,20,777
20260513_011540,0,0,SSP,0,5,node63,node64,61.74,6.10,1.28,0.00,7.38,0.00,6.42,0,1,0,1,1,20,777
20260513_011540,0,0,SSP,0,6,node63,node56,69.12,1.83,16.80,0.00,18.63,0.00,65.90,0,6,0,1,1,20,777
20260513_011540,0,0,SSP,0,7,node56,node10,87.76,0.00,11.94,0.00,11.94,0.00,44.23,0,5,0,1,1,20,777
20260513_011540,0,0,SSP,0,8,node28,node50,99.70,6.15,13.19,0.00,19.34,0.00,64.13,0,6,0,1,1,20,777
20260513_011540,0,0,SSP,0,9,node63,node71,119.04,6.87,6.33,0.00,13.20,0.00,31.66,0,4,0,1,1,20,777
20260513_011540,0,0,SSP,0,10,node21,node5,132.24,3.60,16.75,0.00,20.36,0.00,74.01,0,6,0,1,1,20,777
20260513_011540,0,0,SSP,0,11,node28,node41,152.59,6.14,22.63,0.00,28.77,0.00,100.59,0,12,0,1,1,20,777
20260513_011540,0,0,SSP,0,12,node63,node4,181.36,5.71,15.46,0.00,21.17,0.00,67.37,0,5,0,1,1,20,777
20260513_011540,0,0,SSP,0,13,node21,node18,202.53,13.94,4.63,0.00,18.57,0.00,21.71,0,3,0,1,1,20,777
20260513_011540,0,0,SSP,0,14,node21,node14,221.10,4.64,6.13,0.00,10.77,0.00,28.78,0,4,0,1,1,20,777
20260513_011540,0,0,SSP,0,15,node63,node2,231.88,2.61,19.76,0.00,22.37,0.00,82.37,0,6,0,1,1,20,777
20260513_011540,0,0,SSP,0,16,node21,node27,254.25,16.51,8.75,0.00,25.26,0.00,44.40,0,6,0,1,1,20,777
