runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260513_011231,0,0,SSP,1,20,1,101,342.00,20,17.09,8.21,29.70,6.74,10.35,0.00,20,0,0,0,0,0,0,0,0,0,341.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011231,1,1,EV,1,20,1,101,322.50,20,16.12,8.11,31.30,7.11,9.00,0.00,20,0,0,0,0,0,0,0,0,0,322.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011231,2,2,EA,1,20,1,101,290.50,20,14.51,5.61,29.73,5.51,9.00,0.00,20,0,0,0,0,0,0,0,0,0,290.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         342.00
# EV          322.50
# EA          290.50
# SSP     vs best: +15.1%
# EV      vs best: +9.9%
# EA      vs best: +0.0%
20260513_011231,0,0,SSP,2,20,1,101,170.00,20,15.81,7.03,27.08,6.14,9.67,0.00,10,10,0,0,0,0,0,0,0,0,169.96,146.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011231,1,1,EV,2,20,1,101,163.00,20,15.21,8.42,26.12,6.19,9.03,0.00,11,9,0,0,0,0,0,0,0,0,162.82,141.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011231,2,2,EA,2,20,1,101,154.50,20,14.79,5.98,31.39,5.38,9.41,0.00,10,10,0,0,0,0,0,0,0,0,154.46,141.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         170.00
# EV          163.00
# EA          154.50
# SSP     vs best: +9.1%
# EV      vs best: +5.2%
# EA      vs best: +0.0%
20260513_011231,0,0,SSP,3,20,1,101,111.50,20,15.48,4.56,28.28,5.79,9.70,0.00,6,7,7,0,0,0,0,0,0,0,100.27,98.10,111.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011231,1,1,EV,3,20,1,101,103.00,20,15.04,4.56,25.48,5.81,9.23,0.00,6,7,7,0,0,0,0,0,0,0,100.87,97.02,102.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011231,2,2,EA,3,20,1,101,101.00,20,14.20,4.09,26.19,5.07,9.13,0.00,6,7,7,0,0,0,0,0,0,0,87.77,95.79,100.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         111.50
# EV          103.00
# EA          101.00
# SSP     vs best: +9.4%
# EV      vs best: +1.9%
# EA      vs best: +0.0%
20260513_011231,0,0,SSP,4,20,1,101,77.00,20,14.49,1.79,27.28,4.98,9.52,0.00,4,5,6,5,0,0,0,0,0,0,76.80,72.66,66.25,74.17,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011231,1,1,EV,4,20,1,101,74.50,20,14.11,4.56,23.87,4.92,9.19,0.00,4,5,6,5,0,0,0,0,0,0,70.10,67.27,70.44,74.34,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011231,2,2,EA,4,20,1,101,87.00,20,14.96,4.09,31.34,6.01,8.96,0.00,4,5,6,5,0,0,0,0,0,0,61.67,78.12,86.75,72.70,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          77.00
# EV           74.50
# EA           87.00
# SSP     vs best: +3.2%
# EV      vs best: +0.0%
# EA      vs best: +14.4%
20260513_011231,0,0,SSP,5,20,1,101,65.50,20,15.62,4.56,27.62,5.90,9.71,0.00,3,4,5,5,3,0,0,0,0,0,65.17,60.46,64.24,64.26,58.18,0.00,0.00,0.00,0.00,0.00
20260513_011231,1,1,EV,5,20,1,101,64.50,20,15.17,4.99,25.48,5.65,9.53,0.00,3,4,5,5,3,0,0,0,0,0,63.81,64.31,58.39,60.74,56.23,0.00,0.00,0.00,0.00,0.00
20260513_011231,2,2,EA,5,20,1,101,73.00,20,14.63,4.09,28.66,5.23,9.40,0.00,4,4,4,4,4,0,0,0,0,0,72.54,66.45,48.53,56.45,48.62,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          65.50
# EV           64.50
# EA           73.00
# SSP     vs best: +1.5%
