runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260513_011335,0,0,SSP,1,20,1,314,338.00,20,16.90,7.80,29.87,6.71,10.19,0.00,20,0,0,0,0,0,0,0,0,0,337.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011335,1,1,EV,1,20,1,314,327.50,20,16.36,7.47,25.06,6.37,9.99,0.00,20,0,0,0,0,0,0,0,0,0,327.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011335,2,2,EA,1,20,1,314,308.50,20,15.41,6.71,29.14,5.62,9.79,0.00,20,0,0,0,0,0,0,0,0,0,308.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         338.00
# EV          327.50
# EA          308.50
# SSP     vs best: +8.7%
# EV      vs best: +5.8%
# EA      vs best: +0.0%
20260513_011335,0,0,SSP,2,20,1,314,178.50,20,16.78,8.55,31.63,6.79,9.98,0.00,9,11,0,0,0,0,0,0,0,0,157.40,178.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011335,1,1,EV,2,20,1,314,176.50,20,16.62,8.20,28.52,6.35,10.27,0.00,9,11,0,0,0,0,0,0,0,0,156.00,176.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_011335,2,2,EA,2,20,1,314,177.50,20,16.56,7.03,24.44,6.41,10.14,0.00,10,10,0,0,0,0,0,0,0,0,153.85,177.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         178.50
# EV          176.50
# EA          177.50
# SSP     vs best: +1.1%
# EV      vs best: +0.0%
# EA      vs best: +0.6%
20260513_011335,0,0,SSP,3,20,1,314,115.00,20,16.69,12.06,22.90,6.23,10.46,0.00,6,7,7,0,0,0,0,0,0,0,114.67,107.84,111.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
