runId,phase,effectiveMode,modeName,robotId,taskSeq,pickupNode,destNode,taskStartSim,toPickupSec,deliveryLegSec,returnSec,totalSec,expOutSec,expInSec,hopsToStore,hopsToDest,hopsReturn,crowdednessLevel,numRobots,numOrders,randomSeed
20260513_230758,0,0,SSP,0,1,node36,node40,0.00,5.51,6.85,0.00,12.36,32.25,25.50,1,4,0,1,1,20,3061
20260513_230758,0,0,SSP,0,2,node44,node29,12.36,5.02,25.96,0.00,30.98,0.00,114.84,0,12,0,1,1,20,3061
20260513_230758,0,0,SSP,0,3,node75,node63,43.33,13.28,8.97,0.00,22.25,0.00,33.37,0,4,0,1,1,20,3061
20260513_230758,0,0,SSP,0,4,node44,node75,65.59,4.55,11.25,0.00,15.80,0.00,54.21,0,8,0,1,1,20,3061
20260513_230758,0,0,SSP,0,5,node44,node59,81.38,11.15,5.94,0.00,17.09,0.00,27.44,0,3,0,1,1,20,3061
20260513_230758,0,0,SSP,0,6,node51,node22,98.48,5.64,22.54,0.00,28.18,0.00,108.55,0,12,0,1,1,20,3061
20260513_230758,0,0,SSP,0,7,node44,node25,126.66,11.59,16.97,0.00,28.56,0.00,79.72,0,11,0,1,1,20,3061
20260513_230758,0,0,SSP,0,8,node51,node15,155.22,15.54,12.10,0.00,27.64,0.00,55.26,0,8,0,1,1,20,3061
20260513_230758,0,0,SSP,0,9,node44,node11,182.86,6.68,14.50,0.00,21.18,0.00,74.65,0,9,0,1,1,20,3061
20260513_230758,0,0,SSP,0,10,node44,node8,204.04,16.75,13.64,0.00,30.39,0.00,73.95,0,7,0,1,1,20,3061
20260513_230758,0,0,SSP,0,11,node51,node23,234.42,11.64,20.58,0.00,32.22,0.00,101.50,0,11,0,1,1,20,3061
20260513_230758,0,0,SSP,0,12,node51,node14,266.64,22.45,13.82,0.00,36.26,0.00,51.99,0,7,0,1,1,20,3061
20260513_230758,0,0,SSP,0,13,node51,node62,302.91,12.57,8.22,0.00,20.79,0.00,35.40,0,5,0,1,1,20,3061
20260513_230758,0,0,SSP,0,14,node51,node5,323.70,9.04,8.45,0.00,17.49,0.00,27.24,0,3,0,1,1,20,3061
20260513_230758,0,0,SSP,0,15,node51,node20,341.18,5.96,18.41,0.00,24.38,0.00,97.97,0,12,0,1,1,20,3061
20260513_230758,0,0,SSP,0,16,node36,node31,365.56,23.29,8.12,0.00,31.41,0.00,41.11,0,5,0,1,1,20,3061
20260513_230758,0,0,SSP,0,17,node36,node71,396.97,8.64,16.86,0.00,25.50,0.00,87.88,0,9,0,1,1,20,3061
20260513_230758,0,0,SSP,0,18,node36,node37,422.47,20.16,1.30,0.00,21.47,0.00,6.52,0,1,0,1,1,20,3061
20260513_230758,0,0,SSP,0,19,node36,node37,443.94,1.30,1.30,0.00,2.61,0.00,6.52,0,1,0,1,1,20,3061
20260513_230758,0,0,SSP,0,20,node36,node49,446.55,1.30,6.21,0.00,7.52,0.00,24.78,0,4,0,1,1,20,3061
20260513_230758,1,1,EV,0,1,node36,node40,454.50,5.21,6.31,0.00,11.51,32.25,25.50,1,4,0,1,1,20,3061
20260513_230758,1,1,EV,0,2,node44,node29,466.01,5.02,20.56,0.00,25.58,0.00,95.88,0,12,0,1,1,20,3061
20260513_230758,1,1,EV,0,3,node75,node63,491.59,13.22,6.67,0.00,19.90,0.00,33.37,0,4,0,1,1,20,3061
20260513_230758,1,1,EV,0,4,node44,node75,511.48,4.55,11.31,0.00,15.86,0.00,54.21,0,8,0,1,1,20,3061
20260513_230758,1,1,EV,0,5,node44,node59,527.34,11.15,5.09,0.00,16.24,0.00,27.44,0,3,0,1,1,20,3061
20260513_230758,1,1,EV,0,6,node51,node22,543.59,5.18,20.30,0.00,25.48,0.00,87.48,0,11,0,1,1,20,3061
20260513_230758,1,1,EV,0,7,node44,node25,569.07,11.88,15.79,0.00,27.67,0.00,79.72,0,11,0,1,1,20,3061
20260513_230758,1,1,EV,0,8,node51,node15,596.74,15.49,12.75,0.00,28.24,0.00,55.26,0,8,0,1,1,20,3061
20260513_230758,1,1,EV,0,9,node44,node11,624.98,6.67,15.17,0.00,21.84,0.00,74.65,0,9,0,1,1,20,3061
20260513_230758,1,1,EV,0,10,node44,node8,646.82,15.43,13.78,0.00,29.21,0.00,68.40,0,7,0,1,1,20,3061
20260513_230758,1,1,EV,0,11,node51,node23,676.03,12.38,18.42,0.00,30.80,0.00,80.43,0,10,0,1,1,20,3061
20260513_230758,1,1,EV,0,12,node51,node14,706.84,20.38,12.40,0.00,32.78,0.00,51.99,0,7,0,1,1,20,3061
20260513_230758,1,1,EV,0,13,node51,node62,739.62,12.11,8.40,0.00,20.51,0.00,35.40,0,5,0,1,1,20,3061
20260513_230758,1,1,EV,0,14,node51,node5,760.12,9.28,7.55,0.00,16.83,0.00,27.24,0,3,0,1,1,20,3061
20260513_230758,1,1,EV,0,15,node51,node20,776.96,5.76,19.81,0.00,25.57,0.00,86.98,0,12,0,1,1,20,3061
20260513_230758,1,1,EV,0,16,node36,node31,802.53,20.31,7.57,0.00,27.88,0.00,41.11,0,5,0,1,1,20,3061
20260513_230758,1,1,EV,0,17,node36,node71,830.40,8.94,16.47,0.00,25.41,0.00,67.88,0,9,0,1,1,20,3061
20260513_230758,1,1,EV,0,18,node36,node37,855.82,19.20,1.30,0.00,20.51,0.00,6.52,0,1,0,1,1,20,3061
20260513_230758,1,1,EV,0,19,node36,node37,876.32,1.58,1.58,0.00,3.17,0.00,6.52,0,1,0,1,1,20,3061
20260513_230758,1,1,EV,0,20,node36,node49,879.49,1.58,5.67,0.00,7.25,0.00,24.78,0,4,0,1,1,20,3061
20260513_230758,2,2,EA,0,1,node36,node37,887.00,5.21,3.06,0.00,8.27,32.25,6.52,1,1,0,1,1,20,3061
20260513_230758,2,2,EA,0,2,node36,node37,895.27,1.58,1.30,0.00,2.89,0.00,6.52,0,1,0,1,1,20,3061
20260513_230758,2,2,EA,0,3,node36,node49,898.16,1.30,6.87,0.00,8.17,0.00,24.78,0,4,0,1,1,20,3061
20260513_230758,2,2,EA,0,4,node51,node5,906.34,5.00,8.00,0.00,13.01,0.00,27.24,0,3,0,1,1,20,3061
20260513_230758,2,2,EA,0,5,node51,node62,919.34,4.91,9.59,0.00,14.50,0.00,35.40,0,5,0,1,1,20,3061
20260513_230758,2,2,EA,0,6,node44,node59,933.85,3.38,5.09,0.00,8.47,0.00,27.44,0,3,0,1,1,20,3061
20260513_230758,2,2,EA,0,7,node36,node40,942.32,7.70,5.09,0.00,12.79,0.00,25.50,0,4,0,1,1,20,3061
20260513_230758,2,2,EA,0,8,node44,node75,955.11,5.26,10.93,0.00,16.20,0.00,54.21,0,8,0,1,1,20,3061
20260513_230758,2,2,EA,0,9,node75,node63,971.30,0.00,6.67,0.00,6.67,0.00,33.37,0,4,0,1,1,20,3061
20260513_230758,2,2,EA,0,10,node51,node15,977.98,10.63,12.28,0.00,22.91,0.00,55.26,0,8,0,1,1,20,3061
20260513_230758,2,2,EA,0,11,node51,node14,1000.88,13.25,12.03,0.00,25.29,0.00,51.99,0,7,0,1,1,20,3061
20260513_230758,2,2,EA,0,12,node36,node31,1026.17,13.47,7.84,0.00,21.31,0.00,41.11,0,5,0,1,1,20,3061
20260513_230758,2,2,EA,0,13,node36,node71,1047.48,8.68,17.21,0.00,25.89,0.00,67.88,0,9,0,1,1,20,3061
20260513_230758,2,2,EA,0,14,node44,node8,1073.37,11.58,13.51,0.00,25.09,0.00,68.40,0,7,0,1,1,20,3061
20260513_230758,2,2,EA,0,15,node51,node20,1098.46,11.14,19.38,0.00,30.52,0.00,86.98,0,12,0,1,1,20,3061
20260513_230758,2,2,EA,0,16,node44,node11,1128.98,8.63,16.06,0.00,24.68,0.00,74.65,0,9,0,1,1,20,3061
20260513_230758,2,2,EA,0,17,node51,node22,1153.66,15.54,22.19,0.00,37.74,0.00,87.48,0,11,0,1,1,20,3061
20260513_230758,2,2,EA,0,18,node44,node25,1191.40,13.33,16.63,0.00,29.96,0.00,79.72,0,11,0,1,1,20,3061
20260513_230758,2,2,EA,0,19,node51,node23,1221.35,16.68,21.63,0.00,38.31,0.00,80.43,0,10,0,1,1,20,3061
20260513_230758,2,2,EA,0,20,node44,node29,1259.66,13.57,25.36,0.00,38.93,0.00,95.88,0,12,0,1,1,20,3061
20260513_230758,0,0,SSP,0,1,node36,node40,1299.00,5.21,7.12,0.00,12.32,32.25,25.50,1,4,0,1,2,20,3061
20260513_230758,0,0,SSP,1,1,node75,node63,1299.00,6.90,7.12,0.00,14.02,38.63,33.37,1,4,0,1,2,20,3061
20260513_230758,0,0,SSP,1,2,node44,node75,1313.02,4.55,11.53,0.00,16.08,0.00,54.21,0,8,0,1,2,20,3061
20260513_230758,0,0,SSP,0,2,node44,node29,1311.32,5.02,25.36,0.00,30.37,0.00,114.84,0,12,0,1,2,20,3061
20260513_230758,0,0,SSP,1,3,node44,node59,1329.10,11.44,5.09,0.00,16.53,0.00,27.44,0,3,0,1,2,20,3061
20260513_230758,0,0,SSP,0,3,node36,node31,1341.70,12.08,7.57,0.00,19.65,0.00,41.11,0,5,0,1,2,20,3061
20260513_230758,0,0,SSP,1,4,node51,node22,1345.63,6.68,24.41,0.00,31.09,0.00,108.55,0,12,0,1,2,20,3061
20260513_230758,0,0,SSP,0,4,node36,node71,1361.35,8.12,15.49,0.00,23.62,0.00,87.88,0,9,0,1,2,20,3061
20260513_230758,0,0,SSP,1,5,node44,node25,1376.72,11.56,16.94,0.00,28.51,0.00,79.72,0,11,0,1,2,20,3061
20260513_230758,0,0,SSP,0,5,node44,node11,1384.97,11.83,15.10,0.00,26.92,0.00,74.65,0,9,0,1,2,20,3061
20260513_230758,0,0,SSP,1,6,node51,node15,1405.23,17.18,11.76,0.00,28.95,0.00,55.26,0,8,0,1,2,20,3061
