runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260513_224911,0,0,SSP,1,20,1,4783,298.00,20,14.88,4.43,27.28,6.31,8.57,0.00,20,0,0,0,0,0,0,0,0,0,297.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_224911,1,1,EV,1,20,1,4783,286.00,20,14.30,4.78,25.75,6.29,8.00,0.00,20,0,0,0,0,0,0,0,0,0,285.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_224911,2,2,EA,1,20,1,4783,282.50,20,14.10,3.78,27.02,6.43,7.68,0.00,20,0,0,0,0,0,0,0,0,0,282.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         298.00
# EV          286.00
# EA          282.50
# SSP     vs best: +5.2%
# EV      vs best: +1.2%
# EA      vs best: +0.0%
20260513_224911,0,0,SSP,2,20,1,4783,158.00,20,15.23,4.40,27.94,6.58,8.65,0.00,10,10,0,0,0,0,0,0,0,0,157.81,146.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_224911,1,1,EV,2,20,1,4783,147.50,20,14.25,4.60,24.45,6.45,7.80,0.00,10,10,0,0,0,0,0,0,0,0,137.71,147.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_224911,2,2,EA,2,20,1,4783,144.00,20,13.84,3.96,28.51,6.19,7.65,0.00,10,10,0,0,0,0,0,0,0,0,133.13,143.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         158.00
# EV          147.50
# EA          144.00
# SSP     vs best: +8.9%
# EV      vs best: +2.4%
# EA      vs best: +0.0%
20260513_224911,0,0,SSP,3,20,1,4783,113.00,20,15.53,4.35,27.66,7.19,8.34,0.00,7,7,6,0,0,0,0,0,0,0,104.75,92.90,112.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_224911,1,1,EV,3,20,1,4783,116.00,20,15.49,4.43,28.12,7.49,8.00,0.00,7,7,6,0,0,0,0,0,0,0,99.44,94.84,115.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260513_224911,2,2,EA,3,20,1,4783,106.00,20,14.28,7.53,28.29,6.32,7.96,0.00,8,6,6,0,0,0,0,0,0,0,105.53,97.64,82.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         113.00
# EV          116.00
# EA          106.00
# SSP     vs best: +6.2%
# EV      vs best: +8.6%
# EA      vs best: +0.0%
20260513_224911,0,0,SSP,4,20,1,4783,93.50,20,15.34,4.55,26.86,6.76,8.58,0.00,6,6,5,3,0,0,0,0,0,0,70.93,93.45,73.57,68.83,0.00,0.00,0.00,0.00,0.00,0.00
20260513_224911,1,1,EV,4,20,1,4783,94.00,20,16.00,4.35,28.60,7.69,8.32,0.00,6,6,5,3,0,0,0,0,0,0,93.62,89.11,71.86,65.46,0.00,0.00,0.00,0.00,0.00,0.00
20260513_224911,2,2,EA,4,20,1,4783,85.00,20,13.81,6.77,28.98,5.79,8.02,0.00,5,5,5,5,0,0,0,0,0,0,76.32,58.05,84.56,57.32,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          93.50
# EV           94.00
# EA           85.00
# SSP     vs best: +9.1%
# EV      vs best: +9.6%
# EA      vs best: +0.0%
20260513_224911,0,0,SSP,5,20,1,4783,82.00,20,15.09,3.48,25.63,6.44,8.65,0.00,5,4,4,4,3,0,0,0,0,0,66.30,52.16,51.10,81.50,50.76,0.00,0.00,0.00,0.00,0.00
20260513_224911,1,1,EV,5,20,1,4783,82.00,20,15.31,3.96,27.71,7.10,8.21,0.00,4,4,4,4,4,0,0,0,0,0,47.32,53.16,49.07,81.82,74.78,0.00,0.00,0.00,0.00,0.00
20260513_224911,2,2,EA,5,20,1,4783,72.00,20,14.75,6.79,32.19,6.55,8.20,0.00,4,4,4,4,4,0,0,0,0,0,48.80,52.12,71.98,67.23,54.82,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          82.00
# EV           82.00
# EA           72.00
# SSP     vs best: +12.2%
# EV      vs best: +12.2%
# EA      vs best: +0.0%
20260513_224911,0,0,SSP,6,20,1,4783,69.00,20,15.24,3.96,26.08,6.66,8.59,0.00,3,4,5,2,2,4,0,0,0,0,43.26,52.72,68.80,44.38,42.16,53.52,0.00,0.00,0.00,0.00
20260513_224911,1,1,EV,6,20,1,4783,64.00,20,15.10,3.48,28.71,6.74,8.37,0.00,3,4,5,2,2,4,0,0,0,0,44.97,53.03,59.49,41.64,39.40,63.56,0.00,0.00,0.00,0.00
20260513_224911,2,2,EA,6,20,1,4783,65.00,20,13.87,6.15,31.05,5.58,8.30,0.00,3,4,3,3,4,3,0,0,0,0,40.98,45.99,50.77,35.82,64.56,39.38,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP          69.00
# EV           64.00
# EA           65.00
# SSP     vs best: +7.2%
# EV      vs best: +0.0%
