runId,phase,effectiveMode,modeName,simTime,robotId,eventType,pickupNode,destNode,taskSeq,detail
20260507_171117,0,0,SSP,0.000,R0,TASK_CLAIMED,node6,node3,1,"mode=SSP remaining=99"
20260507_171117,0,0,SSP,0.000,R0,DEPART_TO_PICKUP,node6,node3,1,"hops=3"
20260507_171117,0,0,SSP,1.760,R0,DEPART_TO_PICKUP,node6,node3,1,"hops=2"
20260507_171117,0,0,SSP,6.800,R0,DEPART_TO_PICKUP,node6,node3,1,"hops=1"
20260507_171117,0,0,SSP,6.800,R0,ARRIVED_AT_PICKUP,node6,node3,1,"toPickupTime=6.8s"
20260507_171117,0,0,SSP,14.340,R0,ARRIVED_AT_DEST,node6,node3,1,"delivLegTime=7.5s"
20260507_171117,0,0,SSP,14.340,R0,TASK_COMPLETE,node6,node3,1,"total=14.3s toPickup=6.8s delivery=7.5s return=0.0s"
20260507_171117,0,0,SSP,14.340,R0,TASK_CLAIMED,node6,node3,2,"mode=SSP remaining=98"
20260507_171117,0,0,SSP,14.340,R0,DEPART_TO_NEXT_PICKUP,node6,node3,1,"nextPickup=node6"
20260507_171117,0,0,SSP,21.580,R0,DEPART_TO_PICKUP,node6,node3,2,"hops=0"
20260507_171117,0,0,SSP,21.580,R0,ARRIVED_AT_PICKUP,node6,node3,2,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,29.120,R0,ARRIVED_AT_DEST,node6,node3,2,"delivLegTime=7.5s"
20260507_171117,0,0,SSP,29.120,R0,TASK_COMPLETE,node6,node3,2,"total=7.5s toPickup=0.0s delivery=7.5s return=0.0s"
20260507_171117,0,0,SSP,29.120,R0,TASK_CLAIMED,node6,node2,3,"mode=SSP remaining=97"
20260507_171117,0,0,SSP,29.120,R0,DEPART_TO_NEXT_PICKUP,node6,node3,2,"nextPickup=node6"
20260507_171117,0,0,SSP,36.360,R0,DEPART_TO_PICKUP,node6,node2,3,"hops=0"
20260507_171117,0,0,SSP,36.360,R0,ARRIVED_AT_PICKUP,node6,node2,3,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,45.920,R0,ARRIVED_AT_DEST,node6,node2,3,"delivLegTime=9.6s"
20260507_171117,0,0,SSP,45.920,R0,TASK_COMPLETE,node6,node2,3,"total=9.6s toPickup=0.0s delivery=9.6s return=0.0s"
20260507_171117,0,0,SSP,45.920,R0,TASK_CLAIMED,node6,node48,4,"mode=SSP remaining=96"
20260507_171117,0,0,SSP,45.920,R0,DEPART_TO_NEXT_PICKUP,node6,node2,3,"nextPickup=node6"
20260507_171117,0,0,SSP,55.960,R0,DEPART_TO_PICKUP,node6,node48,4,"hops=0"
20260507_171117,0,0,SSP,55.960,R0,ARRIVED_AT_PICKUP,node6,node48,4,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,63.910,R0,ARRIVED_AT_DEST,node6,node48,4,"delivLegTime=7.9s"
20260507_171117,0,0,SSP,63.910,R0,TASK_COMPLETE,node6,node48,4,"total=7.9s toPickup=0.0s delivery=7.9s return=0.0s"
20260507_171117,0,0,SSP,63.910,R0,TASK_CLAIMED,node59,node47,5,"mode=SSP remaining=95"
20260507_171117,0,0,SSP,63.910,R0,DEPART_TO_NEXT_PICKUP,node6,node48,4,"nextPickup=node59"
20260507_171117,0,0,SSP,65.210,R0,DEPART_TO_PICKUP,node59,node47,5,"hops=0"
20260507_171117,0,0,SSP,65.210,R0,ARRIVED_AT_PICKUP,node59,node47,5,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,68.070,R0,ARRIVED_AT_DEST,node59,node47,5,"delivLegTime=2.9s"
20260507_171117,0,0,SSP,68.070,R0,TASK_COMPLETE,node59,node47,5,"total=2.9s toPickup=0.0s delivery=2.9s return=0.0s"
20260507_171117,0,0,SSP,68.070,R0,TASK_CLAIMED,node59,node3,6,"mode=SSP remaining=94"
20260507_171117,0,0,SSP,68.070,R0,DEPART_TO_NEXT_PICKUP,node59,node47,5,"nextPickup=node59"
20260507_171117,0,0,SSP,70.930,R0,DEPART_TO_PICKUP,node59,node3,6,"hops=0"
20260507_171117,0,0,SSP,70.930,R0,ARRIVED_AT_PICKUP,node59,node3,6,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,91.233,R0,ARRIVED_AT_DEST,node59,node3,6,"delivLegTime=20.3s"
20260507_171117,0,0,SSP,91.233,R0,TASK_COMPLETE,node59,node3,6,"total=20.3s toPickup=0.0s delivery=20.3s return=0.0s"
20260507_171117,0,0,SSP,91.233,R0,TASK_CLAIMED,node6,node70,7,"mode=SSP remaining=93"
20260507_171117,0,0,SSP,91.233,R0,DEPART_TO_NEXT_PICKUP,node59,node3,6,"nextPickup=node6"
20260507_171117,0,0,SSP,98.473,R0,DEPART_TO_PICKUP,node6,node70,7,"hops=0"
20260507_171117,0,0,SSP,98.473,R0,ARRIVED_AT_PICKUP,node6,node70,7,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,110.800,R0,ARRIVED_AT_DEST,node6,node70,7,"delivLegTime=12.3s"
20260507_171117,0,0,SSP,110.800,R0,TASK_COMPLETE,node6,node70,7,"total=12.3s toPickup=0.0s delivery=12.3s return=0.0s"
20260507_171117,0,0,SSP,110.800,R0,TASK_CLAIMED,node9,node7,8,"mode=SSP remaining=92"
20260507_171117,0,0,SSP,110.800,R0,DEPART_TO_NEXT_PICKUP,node6,node70,7,"nextPickup=node9"
20260507_171117,0,0,SSP,115.854,R0,DEPART_TO_PICKUP,node9,node7,8,"hops=0"
20260507_171117,0,0,SSP,115.854,R0,ARRIVED_AT_PICKUP,node9,node7,8,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,123.034,R0,ARRIVED_AT_DEST,node9,node7,8,"delivLegTime=7.2s"
20260507_171117,0,0,SSP,123.034,R0,TASK_COMPLETE,node9,node7,8,"total=7.2s toPickup=0.0s delivery=7.2s return=0.0s"
20260507_171117,0,0,SSP,123.034,R0,TASK_CLAIMED,node6,node10,9,"mode=SSP remaining=91"
20260507_171117,0,0,SSP,123.034,R0,DEPART_TO_NEXT_PICKUP,node9,node7,8,"nextPickup=node6"
20260507_171117,0,0,SSP,125.534,R0,DEPART_TO_PICKUP,node6,node10,9,"hops=0"
20260507_171117,0,0,SSP,125.534,R0,ARRIVED_AT_PICKUP,node6,node10,9,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,136.684,R0,ARRIVED_AT_DEST,node6,node10,9,"delivLegTime=11.2s"
20260507_171117,0,0,SSP,136.684,R0,TASK_COMPLETE,node6,node10,9,"total=11.2s toPickup=0.0s delivery=11.2s return=0.0s"
20260507_171117,0,0,SSP,136.684,R0,TASK_CLAIMED,node9,node70,10,"mode=SSP remaining=90"
20260507_171117,0,0,SSP,136.684,R0,DEPART_TO_NEXT_PICKUP,node6,node10,9,"nextPickup=node9"
20260507_171117,0,0,SSP,139.474,R0,DEPART_TO_PICKUP,node9,node70,10,"hops=0"
20260507_171117,0,0,SSP,139.474,R0,ARRIVED_AT_PICKUP,node9,node70,10,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,142.901,R0,ARRIVED_AT_DEST,node9,node70,10,"delivLegTime=3.4s"
20260507_171117,0,0,SSP,142.901,R0,TASK_COMPLETE,node9,node70,10,"total=3.4s toPickup=0.0s delivery=3.4s return=0.0s"
20260507_171117,0,0,SSP,142.901,R0,TASK_CLAIMED,node9,node64,11,"mode=SSP remaining=89"
20260507_171117,0,0,SSP,142.901,R0,DEPART_TO_NEXT_PICKUP,node9,node70,10,"nextPickup=node9"
20260507_171117,0,0,SSP,147.955,R0,DEPART_TO_PICKUP,node9,node64,11,"hops=0"
20260507_171117,0,0,SSP,147.955,R0,ARRIVED_AT_PICKUP,node9,node64,11,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,158.084,R0,ARRIVED_AT_DEST,node9,node64,11,"delivLegTime=10.1s"
20260507_171117,0,0,SSP,158.084,R0,TASK_COMPLETE,node9,node64,11,"total=10.1s toPickup=0.0s delivery=10.1s return=0.0s"
20260507_171117,0,0,SSP,158.084,R0,TASK_CLAIMED,node59,node7,12,"mode=SSP remaining=88"
20260507_171117,0,0,SSP,158.084,R0,DEPART_TO_NEXT_PICKUP,node9,node64,11,"nextPickup=node59"
20260507_171117,0,0,SSP,163.158,R0,DEPART_TO_PICKUP,node59,node7,12,"hops=0"
20260507_171117,0,0,SSP,163.158,R0,ARRIVED_AT_PICKUP,node59,node7,12,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,172.821,R0,ARRIVED_AT_DEST,node59,node7,12,"delivLegTime=9.7s"
20260507_171117,0,0,SSP,172.821,R0,TASK_COMPLETE,node59,node7,12,"total=9.7s toPickup=0.0s delivery=9.7s return=0.0s"
20260507_171117,0,0,SSP,172.821,R0,TASK_CLAIMED,node6,node71,13,"mode=SSP remaining=87"
20260507_171117,0,0,SSP,172.821,R0,DEPART_TO_NEXT_PICKUP,node59,node7,12,"nextPickup=node6"
20260507_171117,0,0,SSP,175.321,R0,DEPART_TO_PICKUP,node6,node71,13,"hops=0"
20260507_171117,0,0,SSP,175.321,R0,ARRIVED_AT_PICKUP,node6,node71,13,"toPickupTime=0.0s"
20260507_171117,0,0,SSP,188.685,R0,ARRIVED_AT_DEST,node6,node71,13,"delivLegTime=13.4s"
20260507_171117,0,0,SSP,188.685,R0,TASK_COMPLETE,node6,node71,13,"total=13.4s toPickup=0.0s delivery=13.4s return=0.0s"
20260507_171117,0,0,SSP,188.685,R0,TASK_CLAIMED,node9,node67,14,"mode=SSP remaining=86"
