runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260509_185413,0,0,SSP,1,100,1,5,2403.50,100,24.03,3.42,54.97,9.14,14.90,0.00,100,0,0,0,0,0,0,0,0,0,2403.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_185413,1,1,EV,1,100,1,5,2168.50,100,21.68,3.42,42.69,8.70,12.98,0.00,100,0,0,0,0,0,0,0,0,0,2168.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_185413,2,2,EA,1,100,1,5,2171.00,100,21.71,3.42,52.80,8.65,13.05,0.00,100,0,0,0,0,0,0,0,0,0,2170.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP        2403.50
# EV         2168.50
# EA         2171.00
# SSP     vs best: +9.8%
# EV      vs best: +0.0%
# EA      vs best: +0.1%
20260509_185413,0,0,SSP,2,100,1,5,1207.50,100,23.98,3.71,53.70,9.06,14.93,0.00,49,51,0,0,0,0,0,0,0,0,1190.85,1207.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_185413,1,1,EV,2,100,1,5,1100.00,100,21.81,3.42,44.10,8.77,13.04,0.00,45,55,0,0,0,0,0,0,0,0,1080.99,1099.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_185413,2,2,EA,2,100,1,5,1102.50,100,21.71,3.71,51.15,8.56,13.15,0.00,50,50,0,0,0,0,0,0,0,0,1068.42,1102.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP        1207.50
# EV         1100.00
# EA         1102.50
# SSP     vs best: +8.9%
# EV      vs best: +0.0%
# EA      vs best: +0.2%
