runId,robotId,taskId,routingMode,numRobots,numOrders,pickupNode,destNode,taskStartTime,deliveryTime,returnTime,totalTime,expOutTime,expInTime
20260427_120808,1,1,0,3,20,node31,node67,1.00,12.50,1.50,14.00,22.90,22.90
20260427_120808,0,1,0,3,20,node31,node5,1.00,21.00,1.50,22.50,23.02,23.02
20260427_120808,2,1,0,3,20,node33,node5,1.00,24.50,2.00,26.50,30.32,30.32
20260427_120808,1,2,0,3,20,node58,node64,15.10,29.90,1.50,31.40,29.53,29.53
20260427_120808,0,2,0,3,20,node27,node38,23.60,35.90,1.50,37.40,65.72,65.72
20260427_120808,1,3,0,3,20,node10,node18,46.60,22.40,2.50,24.90,41.51,41.51
20260427_120808,2,2,0,3,20,node51,node21,27.60,44.40,1.50,45.90,65.24,65.24
20260427_120808,0,3,0,3,20,node12,node58,61.10,17.40,2.00,19.40,28.05,28.05
20260427_120808,0,4,0,3,20,node22,node71,80.60,9.90,2.00,11.90,20.95,20.95
20260427_120808,2,3,0,3,20,node52,node17,73.60,28.40,1.00,29.40,51.58,51.58
20260427_120808,0,5,0,3,20,node22,node11,92.60,11.90,2.00,13.90,22.04,22.04
20260427_120808,2,4,0,3,20,node48,node47,103.10,1.90,1.50,3.40,6.00,6.00
20260427_120808,1,4,0,3,20,node74,node53,71.60,32.90,2.50,35.40,46.60,46.60
20260427_120808,2,5,0,3,20,node47,node60,106.60,6.90,1.50,8.40,15.00,15.00
20260427_120808,0,6,0,3,20,node13,node49,106.60,16.40,5.00,21.40,22.50,22.50
20260427_120808,1,5,0,3,20,node62,node34,107.10,26.90,2.50,29.40,44.50,44.50
20260427_120808,2,6,0,3,20,node40,node13,115.10,22.40,1.50,23.90,39.80,39.80
20260427_120808,0,7,0,3,20,node62,node71,128.10,15.40,1.50,16.90,32.14,32.14
20260427_120808,2,7,0,3,20,node38,node46,139.10,22.90,1.50,24.40,44.08,44.08
20260427_120808,1,6,0,3,20,node40,node3,136.60,29.90,1.50,31.40,51.12,51.12
SUMMARY_20260427_120808,,,0,3,20,,,1.00,,,167.00,,,
