runId,robotId,taskId,routingMode,numRobots,numOrders,pickupNode,destNode,taskStartTime,deliveryTime,returnTime,totalTime,expOutTime,expInTime
20260427_135739,1,1,0,2,20,node4,node55,1.00,5.50,2.50,8.00,12.61,12.61
20260427_135739,0,1,0,2,20,node31,node65,1.00,23.00,1.50,24.50,27.93,27.93
20260427_135739,1,2,0,2,20,node4,node21,9.10,25.40,3.00,28.40,49.31,49.31
20260427_135739,0,2,0,2,20,node65,node73,25.60,17.40,1.00,18.40,34.59,34.59
20260427_135739,1,3,0,2,20,node57,node69,37.60,11.40,2.00,13.40,24.03,24.03
20260427_135739,1,4,0,2,20,node6,node68,51.10,13.40,2.50,15.90,22.46,22.46
20260427_135739,0,3,0,2,20,node5,node61,44.10,30.40,5.00,35.40,39.82,39.82
20260427_135739,0,4,0,2,20,node54,node38,79.60,15.90,1.00,16.90,26.67,26.67
20260427_135739,1,5,0,2,20,node7,node19,67.10,23.90,6.50,30.40,39.42,39.42
20260427_135739,0,5,0,2,20,node51,node41,96.60,18.90,1.00,19.90,30.72,30.72
20260427_135739,1,6,0,2,20,node13,node66,97.60,20.90,5.00,25.90,33.42,33.42
20260427_135739,0,6,0,2,20,node38,node62,116.60,15.90,1.50,17.40,30.53,30.53
20260427_135739,1,7,0,2,20,node15,node54,123.60,17.40,2.00,19.40,35.03,35.03
20260427_135739,0,7,0,2,20,node39,node72,134.10,22.40,1.50,23.90,42.53,42.53
20260427_135739,1,8,0,2,20,node17,node52,143.10,26.40,2.50,28.90,51.58,51.58
20260427_135739,0,8,0,2,20,node41,node63,158.10,12.40,1.50,13.90,24.47,24.47
20260427_135739,0,9,0,2,20,node62,node56,172.10,16.40,2.50,18.90,35.06,35.06
20260427_135739,0,10,0,2,20,node73,node74,191.10,1.40,1.50,2.90,5.50,5.50
20260427_135739,1,9,0,2,20,node46,node12,172.10,30.40,1.50,31.90,51.49,51.49
20260427_135739,0,11,0,2,20,node18,node47,194.10,27.90,1.50,29.40,51.63,51.63
SUMMARY_20260427_135739,,,0,2,20,,,1.00,,,222.50,,,
