runId,robotId,taskId,routingMode,numRobots,numOrders,pickupNode,destNode,taskStartTime,deliveryTime,returnTime,totalTime,expOutTime,expInTime
20260427_141443,1,1,0,2,20,node3,node70,1.00,21.00,2.00,23.00,34.94,34.94
20260427_141443,0,1,0,2,20,node32,node69,1.00,29.50,1.50,31.00,40.44,40.44
20260427_141443,1,2,0,2,20,node4,node36,24.10,13.40,2.50,15.90,25.26,25.26
20260427_141443,1,3,0,2,20,node65,node4,40.10,5.90,1.50,7.40,9.91,9.91
20260427_141443,0,2,0,2,20,node56,node9,32.10,29.90,1.00,30.90,29.03,29.03
20260427_141443,0,3,0,2,20,node55,node52,63.10,1.40,1.50,2.90,5.02,5.02
20260427_141443,1,4,0,2,20,node67,node64,47.60,37.40,1.50,38.90,43.44,43.44
20260427_141443,0,4,0,2,20,node53,node74,66.10,34.40,1.00,35.40,46.60,46.60
20260427_141443,1,5,0,2,20,node27,node46,86.60,37.40,1.50,38.90,68.27,68.27
20260427_141443,0,5,0,2,20,node36,node15,101.60,26.40,2.00,28.40,50.89,50.89
20260427_141443,1,6,0,2,20,node26,node3,125.60,24.40,1.50,25.90,40.81,40.81
20260427_141443,1,7,0,2,20,node70,node15,151.60,12.40,2.00,14.40,25.92,25.92
20260427_141443,0,6,0,2,20,node8,node25,130.10,37.90,6.00,43.90,27.52,27.52
20260427_141443,0,7,0,2,20,node8,node59,174.10,16.40,4.00,20.40,22.97,22.97
20260427_141443,1,8,0,2,20,node70,node5,166.10,32.40,1.50,33.90,30.03,30.03
20260427_141443,1,9,0,2,20,node14,node10,200.10,13.40,2.50,15.90,26.95,26.95
20260427_141443,0,8,0,2,20,node70,node49,194.60,30.90,1.50,32.40,32.53,32.53
20260427_141443,1,10,0,2,20,node16,node50,216.10,24.90,2.00,26.90,29.00,29.00
20260427_141443,1,11,0,2,20,node46,node18,243.10,4.90,1.50,6.40,11.61,11.61
20260427_141443,0,9,0,2,20,node19,node50,227.10,34.90,2.00,36.90,46.42,46.42
SUMMARY_20260427_141443,,,0,2,20,,,1.00,,,263.00,,,
