runId,robotId,taskId,routingMode,numRobots,numOrders,pickupNode,destNode,taskStartTime,deliveryTime,returnTime,totalTime,expOutTime,expInTime
20260427_143417,1,1,2,4,20,node29,node68,1.00,9.50,1.50,11.00,18.60,18.60
20260427_143417,3,1,2,4,20,node38,node56,1.00,13.50,1.50,15.00,27.46,27.46
20260427_143417,0,1,2,4,20,node4,node35,1.00,15.50,2.50,18.00,30.58,30.58
20260427_143417,2,1,2,4,20,node2,node53,1.00,18.00,4.00,22.00,30.65,30.65
20260427_143417,3,2,2,4,20,node38,node54,16.10,12.40,1.50,13.90,26.67,26.67
20260427_143417,1,2,2,4,20,node75,node58,12.10,19.90,1.50,21.40,39.18,39.18
20260427_143417,2,2,2,4,20,node60,node52,23.10,10.40,1.00,11.40,21.03,21.03
20260427_143417,0,2,2,4,20,node50,node51,19.10,15.40,1.50,16.90,23.22,23.22
20260427_143417,3,3,2,4,20,node47,node60,30.10,6.90,1.50,8.40,15.00,15.00
20260427_143417,2,3,2,4,20,node60,node61,34.60,4.40,1.50,5.90,9.95,9.95
20260427_143417,3,4,2,4,20,node14,node74,38.60,5.40,2.50,7.90,14.36,14.36
20260427_143417,3,5,2,4,20,node64,node16,46.60,3.90,2.00,5.90,10.02,10.02
20260427_143417,0,3,2,4,20,node12,node55,36.10,25.40,2.00,27.40,44.05,44.06
20260427_143417,1,3,2,4,20,node20,node57,33.60,29.90,1.50,31.40,57.92,57.92
20260427_143417,2,4,2,4,20,node15,node51,40.60,24.90,2.00,26.90,47.37,47.37
20260427_143417,3,6,2,4,20,node25,node21,52.60,13.90,1.50,15.40,26.58,26.58
20260427_143417,0,4,2,4,20,node58,node75,63.60,18.40,2.50,20.90,39.18,39.18
20260427_143417,1,4,2,4,20,node70,node18,65.10,19.40,2.00,21.40,36.98,36.98
20260427_143417,3,7,2,4,20,node2,node23,68.10,33.40,2.00,35.40,57.12,57.12
20260427_143417,2,5,2,4,20,node39,node22,67.60,37.40,1.50,38.90,69.36,69.36
SUMMARY_20260427_143417,,,2,4,20,,,1.00,,,105.50,,,
