runId,robotId,taskId,routingMode,numRobots,numOrders,pickupNode,destNode,taskStartTime,deliveryTime,returnTime,totalTime,expOutTime,expInTime
20260504_161535,3,1,1,4,20,node42,node53,0.00,18.25,0.00,18.25,36.56,36.56
20260504_161535,1,1,1,4,20,node9,node7,0.00,18.79,0.00,18.79,11.00,11.00
20260504_161535,0,1,1,4,20,node6,node3,0.00,21.10,0.00,21.10,14.00,14.00
20260504_161535,2,1,1,4,20,node42,node22,0.00,30.50,0.00,30.50,59.39,59.39
20260504_161535,0,2,1,4,20,node6,node48,21.10,17.94,0.00,17.94,22.50,22.50
20260504_161535,1,2,1,4,20,node6,node2,18.79,28.14,0.00,28.14,19.00,19.00
20260504_161535,0,3,1,4,20,node59,node47,39.04,12.37,0.00,12.37,11.00,11.00
20260504_161535,3,2,1,4,20,node42,node25,18.25,36.82,0.00,36.82,73.17,79.45
20260504_161535,2,2,1,4,20,node42,node2,30.50,34.28,0.00,34.28,63.64,63.64
20260504_161535,0,4,1,4,20,node59,node7,51.41,14.08,0.00,14.08,16.97,16.97
20260504_161535,3,3,1,4,20,node42,node14,55.07,14.73,0.00,14.73,28.77,28.77
20260504_161535,1,3,1,4,20,node59,node3,46.93,29.08,0.00,29.08,38.65,38.65
20260504_161535,2,3,1,4,20,node42,node48,64.78,13.34,0.00,13.34,25.67,25.67
20260504_161535,3,4,1,4,20,node59,node44,69.80,12.58,0.00,12.58,23.52,23.52
20260504_161535,1,4,1,4,20,node59,node57,76.01,15.55,0.00,15.55,30.05,30.05
20260504_161535,0,5,1,4,20,node59,node68,65.49,26.23,0.00,26.23,50.58,50.58
20260504_161535,2,4,1,4,20,node59,node74,78.12,20.69,0.00,20.69,37.03,37.03
20260504_161535,3,5,1,4,20,node59,node33,82.38,19.55,0.00,19.55,40.17,40.17
20260504_161535,0,6,1,4,20,node59,node17,91.71,17.78,0.00,17.78,34.55,34.55
20260504_161535,1,5,1,4,20,node59,node29,91.57,32.83,0.00,32.83,63.59,63.59
SUMMARY_20260504_161535,,,1,4,20,,,1.00,,,175.17,,,
