runId,robotId,taskId,routingMode,numRobots,numOrders,pickupNode,destNode,taskStartTime,deliveryTime,returnTime,totalTime,expOutTime,expInTime
20260504_173650,2,1,2,4,20,node42,node48,0.00,12.06,0.00,12.06,25.67,25.67
20260504_173650,3,1,2,4,20,node59,node7,0.00,17.60,0.00,17.60,16.97,16.97
20260504_173650,1,1,2,4,20,node9,node7,0.00,18.79,0.00,18.79,11.00,11.00
20260504_173650,0,1,2,4,20,node6,node3,0.00,21.10,0.00,21.10,14.00,14.00
20260504_173650,2,2,2,4,20,node59,node47,12.06,11.70,0.00,11.70,11.00,11.00
20260504_173650,3,2,2,4,20,node59,node44,17.60,11.14,0.00,11.14,23.52,23.52
20260504_173650,2,3,2,4,20,node59,node57,23.76,15.55,0.00,15.55,30.05,30.05
20260504_173650,0,2,2,4,20,node6,node2,21.10,18.46,0.00,18.46,19.00,19.00
20260504_173650,1,2,2,4,20,node6,node48,18.79,21.72,0.00,21.72,22.50,22.50
20260504_173650,3,3,2,4,20,node59,node17,28.73,17.78,0.00,17.78,34.55,34.55
SUMMARY_20260504_173650,,,2,4,20,,,1.00,,,49.67,,,
