runId,phase,effectiveMode,modeName,robotId,taskSeq,pickupNode,destNode,taskStartSim,toPickupSec,deliveryLegSec,returnSec,totalSec,expOutSec,expInSec,hopsToStore,hopsToDest,hopsReturn,crowdednessLevel,numRobots,numOrders,randomSeed
20260509_164846,0,0,SSP,0,1,node6,node3,0.00,24.70,15.70,0.00,40.40,83.00,53.50,1,2,0,3,1,100,5
20260509_164846,0,0,SSP,0,2,node6,node3,40.40,14.20,13.75,0.00,27.95,0.00,53.50,0,2,0,3,1,100,5
20260509_164846,0,0,SSP,0,3,node6,node2,68.35,11.10,14.40,0.00,25.50,0.00,67.00,0,2,0,3,1,100,5
20260509_164846,0,0,SSP,0,4,node6,node48,93.85,15.65,11.00,0.00,26.65,0.00,51.25,0,4,0,3,1,100,5
20260509_164846,0,0,SSP,0,5,node59,node47,120.50,1.50,3.55,0.00,5.05,0.00,16.50,0,2,0,3,1,100,5
20260509_164846,0,0,SSP,0,6,node59,node3,125.55,3.85,31.17,0.00,35.02,0.00,120.96,0,5,0,3,1,100,5
20260509_164846,0,0,SSP,0,7,node6,node70,160.57,11.70,17.71,0.00,29.41,0.00,92.04,0,4,0,3,1,100,5
20260509_164846,0,0,SSP,0,8,node9,node7,189.97,8.35,11.00,0.00,19.35,0.00,52.50,0,2,0,3,1,100,5
20260509_164846,0,0,SSP,0,9,node6,node10,209.32,3.50,16.63,0.00,20.13,0.00,85.25,0,3,0,3,1,100,5
20260509_164846,0,0,SSP,0,10,node9,node70,229.44,4.95,5.18,0.00,10.13,0.00,22.54,0,2,0,3,1,100,5
20260509_164846,0,0,SSP,0,11,node9,node64,239.58,8.12,15.71,0.00,23.83,0.00,94.41,0,4,0,3,1,100,5
20260509_164846,0,0,SSP,0,12,node59,node7,263.41,5.85,14.47,0.00,20.32,0.00,49.96,0,3,0,3,1,100,5
20260509_164846,0,0,SSP,0,13,node6,node71,283.73,3.50,20.20,0.00,23.70,0.00,98.02,0,4,0,3,1,100,5
20260509_164846,0,0,SSP,0,14,node9,node67,307.44,10.69,7.91,0.00,18.60,0.00,38.97,0,3,0,3,1,100,5
20260509_164846,0,0,SSP,0,15,node6,node43,326.04,12.28,14.84,0.00,27.13,0.00,95.93,0,6,0,3,1,100,5
20260509_164846,0,0,SSP,0,16,node42,node53,353.16,1.71,12.41,0.00,14.12,0.00,54.84,0,5,0,3,1,100,5
20260509_164846,0,0,SSP,0,17,node59,node68,367.28,4.50,29.72,0.00,34.22,0.00,122.98,0,6,0,3,1,100,5
20260509_164846,0,0,SSP,0,18,node9,node49,401.50,10.69,10.30,0.00,20.99,0.00,71.25,0,4,0,3,1,100,5
20260509_164846,0,0,SSP,0,19,node59,node68,422.49,1.34,28.52,0.00,29.86,0.00,122.98,0,6,0,3,1,100,5
20260509_164846,0,0,SSP,0,20,node9,node49,452.35,10.46,11.50,0.00,21.96,0.00,71.25,0,4,0,3,1,100,5
20260509_164846,0,0,SSP,0,21,node59,node44,474.31,1.79,5.80,0.00,7.59,0.00,35.27,0,3,0,3,1,100,5
20260509_164846,0,0,SSP,0,22,node42,node53,481.90,3.41,13.06,0.00,16.46,0.00,54.84,0,5,0,3,1,100,5
20260509_164846,0,0,SSP,0,23,node59,node57,498.36,4.95,10.16,0.00,15.11,0.00,45.07,0,5,0,3,1,100,5
20260509_164846,0,0,SSP,0,24,node6,node17,513.47,6.32,13.10,0.00,19.43,0.00,85.52,0,4,0,3,1,100,5
20260509_164846,0,0,SSP,0,25,node42,node22,532.90,8.52,15.92,0.00,24.45,0.00,89.08,0,9,0,3,1,100,5
20260509_164846,0,0,SSP,0,26,node59,node74,557.34,16.16,11.98,0.00,28.14,0.00,55.55,0,5,0,3,1,100,5
20260509_164846,0,0,SSP,0,27,node9,node31,585.48,10.27,13.97,0.00,24.24,0.00,76.34,0,7,0,3,1,100,5
20260509_164846,0,0,SSP,0,28,node9,node60,609.72,21.29,12.82,0.00,34.11,0.00,83.96,0,6,0,3,1,100,5
