runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260509_164846,0,0,SSP,1,100,3,5,2539.50,100,25.39,3.42,59.25,9.72,15.67,0.00,100,0,0,0,0,0,0,0,0,0,2539.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_164846,1,1,EV,1,100,3,5,2363.00,100,23.63,3.71,47.99,9.49,14.14,0.00,100,0,0,0,0,0,0,0,0,0,2362.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_164846,2,2,EA,1,100,3,5,2476.50,100,24.76,3.71,61.88,9.76,15.00,0.00,100,0,0,0,0,0,0,0,0,0,2476.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP        2539.50
# EV         2363.00
# EA         2476.50
# SSP     vs best: +7.0%
# EV      vs best: +0.0%
# EA      vs best: +4.6%
20260509_164846,0,0,SSP,2,100,3,5,1398.50,100,27.57,3.71,63.77,10.50,17.07,0.00,49,51,0,0,0,0,0,0,0,0,1398.31,1359.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_164846,1,1,EV,2,100,3,5,1363.50,100,27.11,3.71,65.84,10.87,16.24,0.00,49,51,0,0,0,0,0,0,0,0,1363.11,1347.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_164846,2,2,EA,2,100,3,5,1379.00,100,27.08,3.99,63.42,10.57,16.51,0.00,48,52,0,0,0,0,0,0,0,0,1329.05,1378.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP        1398.50
# EV         1363.50
# EA         1379.00
# SSP     vs best: +2.5%
# EV      vs best: +0.0%
# EA      vs best: +1.1%
20260509_164846,0,0,SSP,3,100,3,5,994.50,100,29.05,3.99,59.78,11.16,17.89,0.00,31,32,37,0,0,0,0,0,0,0,942.50,968.52,994.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_164846,1,1,EV,3,100,3,5,955.00,100,28.00,3.99,62.36,11.14,16.86,0.00,34,34,32,0,0,0,0,0,0,0,930.44,954.64,914.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_164846,2,2,EA,3,100,3,5,958.00,100,27.96,3.99,60.09,10.96,17.00,0.00,30,35,35,0,0,0,0,0,0,0,917.71,957.63,920.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP         994.50
# EV          955.00
# EA          958.00
# SSP     vs best: +4.0%
# EV      vs best: +0.0%
# EA      vs best: +0.3%
20260509_164846,0,0,SSP,4,100,3,5,779.50,100,29.83,4.28,61.02,11.43,18.40,0.00,26,26,25,23,0,0,0,0,0,0,779.25,734.53,732.06,737.65,0.00,0.00,0.00,0.00,0.00,0.00
20260509_164846,1,1,EV,4,100,3,5,757.50,100,29.50,3.99,66.39,11.93,17.57,0.00,22,28,22,28,0,0,0,0,0,0,719.55,757.35,738.36,734.33,0.00,0.00,0.00,0.00,0.00,0.00
20260509_164846,2,2,EA,4,100,3,5,740.00,100,28.96,3.99,62.31,11.11,17.86,0.00,24,26,25,25,0,0,0,0,0,0,740.00,708.26,732.76,715.36,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
