runId,phase,effectiveMode,modeName,robotId,taskSeq,pickupNode,destNode,taskStartSim,toPickupSec,deliveryLegSec,returnSec,totalSec,expOutSec,expInSec,hopsToStore,hopsToDest,hopsReturn,crowdednessLevel,numRobots,numOrders,randomSeed
20260509_001201,0,0,SSP,0,1,node6,node3,0.00,9.60,10.70,0.00,20.30,83.00,53.50,1,2,0,3,1,100,5
20260509_001201,0,0,SSP,0,2,node6,node3,20.30,10.20,10.70,0.00,20.90,0.00,53.50,0,2,0,3,1,100,5
20260509_001201,0,0,SSP,0,3,node6,node2,41.20,10.20,13.40,0.00,23.60,0.00,67.00,0,2,0,3,1,100,5
20260509_001201,0,0,SSP,0,4,node6,node48,64.80,14.20,10.25,0.00,24.45,0.00,51.25,0,4,0,3,1,100,5
20260509_001201,0,0,SSP,0,5,node59,node47,89.25,1.50,3.30,0.00,4.80,0.00,16.50,0,2,0,3,1,100,5
20260509_001201,0,0,SSP,0,6,node59,node3,94.05,3.30,29.04,0.00,32.34,0.00,120.96,0,5,0,3,1,100,5
20260509_001201,0,0,SSP,0,7,node6,node70,126.39,10.20,17.21,0.00,27.41,0.00,92.04,0,4,0,3,1,100,5
20260509_001201,0,0,SSP,0,8,node9,node7,153.80,7.22,10.50,0.00,17.72,0.00,52.50,0,2,0,3,1,100,5
20260509_001201,0,0,SSP,0,9,node6,node10,171.52,3.50,15.85,0.00,19.35,0.00,85.25,0,3,0,3,1,100,5
20260509_001201,0,0,SSP,0,10,node9,node70,190.87,4.05,4.51,0.00,8.56,0.00,22.54,0,2,0,3,1,100,5
20260509_001201,0,0,SSP,0,11,node9,node64,199.43,7.22,14.05,0.00,21.27,0.00,94.41,0,4,0,3,1,100,5
20260509_001201,0,0,SSP,0,12,node59,node7,220.69,5.85,13.84,0.00,19.70,0.00,49.96,0,3,0,3,1,100,5
20260509_001201,0,0,SSP,0,13,node6,node71,240.39,3.50,18.40,0.00,21.90,0.00,98.02,0,4,0,3,1,100,5
20260509_001201,0,0,SSP,0,14,node9,node67,262.29,10.01,7.69,0.00,17.70,0.00,38.97,0,3,0,3,1,100,5
20260509_001201,0,0,SSP,0,15,node6,node43,279.99,11.12,14.84,0.00,25.96,0.00,95.93,0,6,0,3,1,100,5
20260509_001201,0,0,SSP,0,16,node42,node53,305.96,1.71,10.46,0.00,12.17,0.00,54.84,0,5,0,3,1,100,5
20260509_001201,0,0,SSP,0,17,node59,node68,318.12,3.90,27.25,0.00,31.15,0.00,122.98,0,6,0,3,1,100,5
20260509_001201,0,0,SSP,0,18,node9,node49,349.27,10.01,10.05,0.00,20.06,0.00,71.25,0,4,0,3,1,100,5
20260509_001201,0,0,SSP,0,19,node59,node68,369.33,1.34,27.25,0.00,28.59,0.00,122.98,0,6,0,3,1,100,5
20260509_001201,0,0,SSP,0,20,node9,node49,397.92,10.01,10.05,0.00,20.06,0.00,71.25,0,4,0,3,1,100,5
20260509_001201,0,0,SSP,0,21,node59,node44,417.98,1.34,5.80,0.00,7.14,0.00,35.27,0,3,0,3,1,100,5
20260509_001201,0,0,SSP,0,22,node42,node53,425.12,3.41,10.46,0.00,13.86,0.00,54.84,0,5,0,3,1,100,5
20260509_001201,0,0,SSP,0,23,node59,node57,438.98,3.90,8.93,0.00,12.83,0.00,45.07,0,5,0,3,1,100,5
20260509_001201,0,0,SSP,0,24,node6,node17,451.81,6.32,13.10,0.00,19.43,0.00,85.52,0,4,0,3,1,100,5
20260509_001201,0,0,SSP,0,25,node42,node22,471.24,8.52,15.92,0.00,24.45,0.00,89.08,0,9,0,3,1,100,5
20260509_001201,0,0,SSP,0,26,node59,node74,495.68,16.16,11.11,0.00,27.26,0.00,55.55,0,5,0,3,1,100,5
20260509_001201,0,0,SSP,0,27,node9,node31,522.95,9.64,13.97,0.00,23.61,0.00,76.34,0,7,0,3,1,100,5
20260509_001201,0,0,SSP,0,28,node9,node60,546.56,19.49,12.15,0.00,31.64,0.00,83.96,0,6,0,3,1,100,5
20260509_001201,0,0,SSP,0,29,node59,node33,578.20,1.20,10.51,0.00,11.71,0.00,60.26,0,6,0,3,1,100,5
20260509_001201,0,0,SSP,0,30,node59,node29,589.91,12.05,24.60,0.00,36.65,0.00,130.67,0,9,0,3,1,100,5
20260509_001201,0,0,SSP,0,31,node6,node12,626.56,14.61,17.95,0.00,32.56,0.00,95.75,0,4,0,3,1,100,5
20260509_001201,0,0,SSP,0,32,node9,node40,659.13,9.75,16.21,0.00,25.96,0.00,102.04,0,8,0,3,1,100,5
20260509_001201,0,0,SSP,0,33,node42,node25,685.08,3.04,21.16,0.00,24.20,0.00,126.82,0,11,0,3,1,100,5
20260509_001201,0,0,SSP,0,34,node9,node54,709.29,15.06,11.10,0.00,26.16,0.00,79.33,0,5,0,3,1,100,5
20260509_001201,0,0,SSP,0,35,node59,node17,735.45,2.70,10.15,0.00,12.85,0.00,51.82,0,5,0,3,1,100,5
20260509_001201,0,0,SSP,0,36,node42,node2,748.30,8.52,20.30,0.00,28.82,0.00,110.46,0,11,0,3,1,100,5
20260509_001201,0,0,SSP,0,37,node6,node18,777.12,14.20,13.84,0.00,28.04,0.00,94.65,0,5,0,3,1,100,5
20260509_001201,0,0,SSP,0,38,node42,node14,805.16,10.35,8.37,0.00,18.72,0.00,43.15,0,4,0,3,1,100,5
20260509_001201,0,0,SSP,0,39,node59,node52,823.88,6.97,5.03,0.00,12.00,0.00,25.55,0,3,0,3,1,100,5
20260509_001201,0,0,SSP,0,40,node59,node20,835.88,5.11,15.64,0.00,20.75,0.00,79.83,0,8,0,3,1,100,5
20260509_001201,0,0,SSP,0,41,node42,node14,856.63,14.13,8.37,0.00,22.49,0.00,43.15,0,4,0,3,1,100,5
20260509_001201,0,0,SSP,0,42,node59,node20,879.12,6.97,15.64,0.00,22.61,0.00,79.83,0,8,0,3,1,100,5
20260509_001201,0,0,SSP,0,43,node42,node48,901.73,14.13,7.69,0.00,21.81,0.00,38.50,0,5,0,3,1,100,5
20260509_001201,0,0,SSP,0,44,node59,node21,923.55,1.50,14.08,0.00,15.58,0.00,71.01,0,7,0,3,1,100,5
20260509_001201,0,0,SSP,0,45,node9,node74,939.13,12.73,6.93,0.00,19.66,0.00,34.63,0,3,0,3,1,100,5
20260509_001201,0,0,SSP,0,46,node9,node5,958.79,9.64,12.66,0.00,22.30,0.00,87.50,0,3,0,3,1,100,5
20260509_001201,0,0,SSP,0,47,node6,node46,981.09,3.50,13.79,0.00,17.29,0.00,93.81,0,5,0,3,1,100,5
20260509_001201,0,0,SSP,0,48,node42,node43,998.38,6.87,1.71,0.00,8.58,0.00,8.55,0,1,0,3,1,100,5
20260509_001201,0,0,SSP,0,49,node42,node43,1006.96,1.71,1.71,0.00,3.42,0.00,8.55,0,1,0,3,1,100,5
20260509_001201,0,0,SSP,0,50,node42,node43,1010.38,1.71,1.71,0.00,3.42,0.00,8.55,0,1,0,3,1,100,5
20260509_001201,0,0,SSP,0,51,node42,node58,1013.80,1.71,27.72,0.00,29.43,0.00,146.09,0,8,0,3,1,100,5
20260509_001201,0,0,SSP,0,52,node6,node20,1043.23,6.95,15.97,0.00,22.92,0.00,106.57,0,7,0,3,1,100,5
20260509_001201,0,0,SSP,0,53,node42,node58,1066.15,14.13,27.72,0.00,41.85,0.00,146.09,0,8,0,3,1,100,5
20260509_001201,0,0,SSP,0,54,node6,node55,1108.00,6.95,7.00,0.00,13.95,0.00,35.55,0,3,0,3,1,100,5
20260509_001201,0,0,SSP,0,55,node59,node43,1121.95,6.62,5.36,0.00,11.97,0.00,26.79,0,2,0,3,1,100,5
20260509_001201,0,0,SSP,0,56,node42,node27,1133.92,1.71,35.33,0.00,37.04,0.00,185.47,0,12,0,3,1,100,5
20260509_001201,0,0,SSP,0,57,node6,node75,1170.96,14.82,13.50,0.00,28.32,0.00,90.46,0,5,0,3,1,100,5
