runId,phase,effectiveMode,modeName,numRobots,numOrders,crowdednessLevel,randomSeed,makespan,totalDeliveries,avgTaskSec,minTaskSec,maxTaskSec,avgToPickupSec,avgDeliveryLegSec,avgReturnSec,robot0Tasks,robot1Tasks,robot2Tasks,robot3Tasks,robot4Tasks,robot5Tasks,robot6Tasks,robot7Tasks,robot8Tasks,robot9Tasks,robot0TotalSec,robot1TotalSec,robot2TotalSec,robot3TotalSec,robot4TotalSec,robot5TotalSec,robot6TotalSec,robot7TotalSec,robot8TotalSec,robot9TotalSec
20260509_001201,0,0,SSP,1,100,3,5,2298.00,100,22.98,3.42,54.97,8.58,14.40,0.00,100,0,0,0,0,0,0,0,0,0,2297.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_001201,1,1,EV,1,100,3,5,2046.50,100,20.46,3.42,40.48,8.22,12.24,0.00,100,0,0,0,0,0,0,0,0,0,2046.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_001201,2,2,EA,1,100,3,5,2044.50,100,20.44,3.42,47.95,8.19,12.25,0.00,100,0,0,0,0,0,0,0,0,0,2044.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP        2298.00
# EV         2046.50
# EA         2044.50
# SSP     vs best: +11.0%
# EV      vs best: +0.1%
# EA      vs best: +0.0%
20260509_001201,0,0,SSP,2,100,3,5,1163.50,100,22.92,2.70,52.72,8.56,14.36,0.00,52,48,0,0,0,0,0,0,0,0,1163.32,1128.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_001201,1,1,EV,2,100,3,5,1030.50,100,20.40,3.42,40.48,8.20,12.20,0.00,50,50,0,0,0,0,0,0,0,0,1009.99,1030.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20260509_001201,2,2,EA,2,100,3,5,1014.50,100,20.24,3.42,47.11,7.95,12.29,0.00,50,50,0,0,0,0,0,0,0,0,1009.96,1014.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

# COMPARISON SUMMARY
# Mode    Makespan(s)
# SSP        1163.50
